,cause,effect,explanation,Cause:Effect,Cause+Truth:Effect,Cause:Truth+Effect,CEQ
1259,Jane held the magnet close to the coin.,The coin is attracted by the magnet.,Magnetism is the attraction of a coin to a coin.,0.02656325402042865,0.02718345711558534,0.0945939209181018,0.06803066689767315
1260,Jack wants to join Christianity.,He went to church to be baptized.,Christians are baptisms.,0.025839112293814425,0.4155449156157431,0.05319866713945961,0.38970580332192867
1261,Missles were used to attack us.,We were killed by nuclear weapons.,Nukes are the most powerful weapons in the universe.,0.01917554793072901,0.043866344249272646,0.019274920655471105,0.024690796318543637
1262,They studied the features of leech.,They found that they can grow to eight inches long.,Leeches grow up to eight feet long.,0.0034993955195706658,0.00831029716450767,0.003850701301505102,0.004810901644937005
1263,The staff in this hotel are well-trained in this hotel.,They can offer the guests with good service.,Staff have experience.,0.04314795642095979,0.0270782770754237,0.04639863633861192,0.003250679917652134
1264,Mike kept several poodles.,Mike prepared enough proteins for them.,Poodles digest proteins.,0.012405274813469142,0.022517690948768574,0.016716913501188684,0.010112416135299432
1265,Tom and Maria are good friends.,They learn a lot from each other.,Friendship is the ability to learn from one another.,0.018611449243440402,0.011980283237324347,0.03698829556100352,0.018376846317563117
1266,Tom has burdens.,Tom was in poor health.,Obesity is a leading cause of death in the United States.,0.004386393523674929,0.02005499815986024,0.005250299194579565,0.015668604636185312
1267,The tetrapods' tooth is romoved.,The tetrapod can't ea now.,Tetrapods use their teeth to ea.,8.37380673254061e-05,0.0001116507564338749,0.0001116507564338749,2.79126891084688e-05
1268,Tom went to the eastern United States.,He saw a lot of dogwoods.,Dogwoods are trees native to western states.,0.12486027872606065,0.13436135573392188,0.18044217369731075,0.0555818949712501
1269,Tom went to his vegetable shed.,He saw a lot of aphids.,Aphids are one of the most common pests of vegetable sheds.,0.019753020547836456,0.05649529130278921,0.028699348351387946,0.03674227075495276
1270,Tom has caught an aphid in the bottle.,He found something sticky and stick in the bottle.,Aphids are sticky to the touch.,0.013218221410153191,0.024273582096522087,0.01572572023063978,0.011055360686368896
1271,They studied the features of leech.,They found that they can grow to eight inches long.,Leeches grow up to eight feet long.,0.0034993955195706658,0.00831029716450767,0.003850701301505102,0.004810901644937005
1272,Donkeys are lazy.,They always stay in their home.,Laziness is the inability to stay in one place at a time.,0.004649630592911406,0.01318379312519575,0.028704220007472286,0.02405458941456088
1273,He has no neural crest.,He doesn't have enough melanocytes in his body.,Melanocytes are a type of neural crest found in the brain.,0.006653105141328426,0.022123509582319952,0.13668465501507207,0.13003154987374366
1274,Tom has a talent in running.,He always won in various running competitions.,Runners have ability.,0.015717686635226123,0.011619429764163516,0.03340212293566272,0.017684436300436597
1275,The teacher's shameful action made him disgraceful.,He felt sad about his opprobrium.,Condemnation is a measure of the degree to which an action is shameful.,0.012856769350503448,0.0088427678946579,0.026093693358365845,0.013236924007862397
1276,Tom spent the morning washing clothes and cleaning the room.,He was so tired that he fell asleep.,Warmth is the body's natural respiration.,0.03534637617948162,0.028923840569926484,0.04077601053266231,0.005429634353180689
1277,Melinda went down to the pond to catch crabs.,The pincers scratched her finger.,Crabs scratch fingers.,0.0030218853410300542,0.006434270792301362,0.0038770521273721816,0.003412385451271308
1278,Tom often faces the problem of anxiety.,It is a prominent natural state of  his nature.,Autonomy is the ability to live in harmony with nature.,0.01087081792199245,0.016908690604725638,0.011778543368544335,0.006037872682733187
1279,The climate here became more and more severe.,The residents here decided to migrate.,Migration is the migration of people from one part of the globe to another.,0.027806605960302527,0.04048666453176567,0.04913741995730167,0.021330813996999144
1280,Tommy hopes that azaleas will thrive.,The gardener instructs him to transplant the flowers under the shade of the tree.,Azaleas thrive in shade.,0.01480782141156665,0.01975799192780075,0.014407149096469724,0.004950170516234099
1281,Tom's car tyre got punctured.,He measured the diameter and bought a new  proper tyre.,Reverse has diameters.,0.07027654622450623,0.0509442540545618,0.06522489244506288,-0.005051653779443346
1282,Tom's sphincters are extremely nervous.,He eats something containing peppermints.,Peppermints are very sensitive to the presence of certain substances.,0.009012381429316058,0.020920664091725105,0.009180080906969503,0.011908282662409047
1283,Ethernet was interrupted on my computer.,I cannot get connected to the internet at a high speed.,Thermals connect to computers at high speeds.,0.05250583780571245,0.04758956553087489,0.06342029311977418,0.010914455314061731
1284,John went to the shop to pick up surfactants.,They are classified in the low toxicity zone.,Surfactants have low toxicity zones.,0.01923142120542993,0.009854035936899656,0.02889833934458858,0.00966691813915865
1285,Jack committed carjacking.,This general intent crime analogous to robbery put him into jail.,Carjacking is defined as the act of committing an act of violence against another person.,0.11119695574761733,0.08765629646305172,0.06756821688970967,-0.023540659284565613
1286,Tom lacks ketones in his blood.,His blood flow is not as improved as others with normal ketones level.,Ketones are needed to improve blood flow to the brain.,0.04181136565036246,0.051325530223539466,0.04949827172199613,0.009514164573177004
1287,It is well-drained in the village.,Junipers grow everywhere in the village.,Junipers are native to the jungles of South America.,0.011468168808515498,0.026585914474383836,0.012039547733566984,0.015117745665868338
1288,Susan took a glass of soda and put it on the table.,"After a few days, the soda water lost its carbonation.",Soda contains carbon dioxide.,0.20165998991734144,0.22542345852774126,0.20273730123209968,0.023763468610399824
1289,Tom's knee joints were hurt in a car accident.,He couldn't move his legs.,Knees cause joint injuries.,0.033820128649415485,0.037331658461541704,0.06562939089666728,0.03180926224725179
1290,I saw Jane use anemometers to test wind direction.,I told him they could only measure wind speed.,Anemometers are instruments used to measure wind direction in relation to the direction of the wind.,0.04116533004029064,0.04015251243658975,0.20140787511848607,0.16024254507819544
1291,Kevin went swimming in a small river.,He found a leech crawling up his leg.,Leeches are very sensitive to water temperature.,0.030340838662031182,0.03558093050788359,0.05500721161327512,0.024666372951243937
1292,The staff conveyed the new ideas they came up with to the customers.,The customer were very satisfied.,Customers have satisfaction.,0.02313610943373276,0.029767004048972166,0.027074445880488563,0.006630894615239406
1293,John wanted to measure the declinatio.,He needs to know the degrees of arc.,Angles are the degree of arc in a plane.,0.009265602874494206,0.012940897129697726,0.010081193279077942,0.0036752942552035206
1294,Anacondas opened their jaws extremely wide.,Anacondas swallowed their victims whole.,Anaconds swallow prey.,0.01118419442888345,0.010649429731625588,0.01572383011648821,0.00453963568760476
1295,People's reading got fragmentation.,It results in particular problems in their minds.,Fragmentation leads to problems.,0.014477586830078803,0.014838017047627664,0.00916324212684824,0.000360430217548861
1296,Tom believes in heresy.,Tom questioned various beliefs.,Creationism is the belief in a supernatural being.,0.022754093149776323,0.011171229971203848,0.0548261303357174,0.03207203718594108
1297,Tom has suffered from the disease.,"In the late period, sclerosis was manifested on Tom.",Sclerosis is a disease of the nervous system.,0.028024718183781543,0.041787253844723544,0.03485406811148141,0.013762535660942002
1298,Jack eats a lot of green vegetables.,His digestion is very smooth.,Green vegetables contain enzymes.,0.04225391892498102,0.055998353879988035,0.08622451274405911,0.04397059381907809
1299,John wanted to monitor the temperature of the room where he planted mushrooms.,John bought a thermometer and put it the room.,Thermometers measure temperature.,0.31072087680168897,0.5695411008240472,0.5635096512777744,0.2588202240223582
1300,Alice's baby was always drinking a kind milk which consists of nitrates.,The baby was suffered the blue-baby syndrome.,Nitrates are toxic to the baby.,0.01775430731353621,0.019212397023547895,0.016215656065014326,0.001458089710011684
1301,He looked at trilobites.,He saw spines on them.,Spines are a type of spiny insect.,0.028135822420978132,0.030551766753301127,0.03643097756308216,0.008295155142104028
1302,Tom was very drunk last night.,Tom is having a hangover.,Hallucinations are the effects of alcohol on the brain.,0.06489911801951626,0.05292804664286194,0.05934516723767354,-0.0055539507818427175
1303,The old witch protects everything of  the tree of life.,She knows its lineages.,Pathogens live in trees.,0.013894654256955264,0.012216353998366384,0.02679713718107169,0.012902482924116427
1304,Peregrine had an eye on a fish.,The fish was captured by the peregrine.,Fishes catch fish.,0.025213677632921854,0.047124466264773915,0.044764682788361765,0.02191078863185206
1305,I don't like the smell of onions.,I don't like the smell of scallions.,Scallions are very sensitive to odours.,0.48995308368332396,0.25188311344102443,0.7145784976385867,0.22462541395526275
1306,Doctors use fungicides to deal with different diseases.,The fungicides play out different levels of activity.,Fungicides can have different effects depending on the level of activity they are applied.,0.027391893119433536,0.0239534475531884,0.03532092652776357,0.007929033408330035
1307,Tom poured some salt in the water.,The salt dissappeared.,Salt dissappears when it dissolves in water.,0.03355030607381422,0.021006623426430324,0.043110776953467315,0.009560470879653095
1308,Tom carelessly seeded oats in the autumn.,His father prevented him in time which saved a lot of food in another sense.,Oats provide nutrients.,0.010155083021519516,0.016261236569366403,0.03851578676692936,0.02836070374540984
1309,Tom is busy with exams recently so he is very nervous.,His father organized the whole family to travel.,Tuition is one of the most stressful aspects of life.,0.020939640320322136,0.028582226353683175,0.029120849641981417,0.00818120932165928
1310,Tom has eaten something containing starches.,His blood sugar has risen.,Starches raise blood sugar levels.,0.03463710198859579,0.05779379743027392,0.049704009768475416,0.02315669544167813
1311,The government only protected the property of the rich and had no concern for the individual rights of ordinary people.,The people overthrew the government by election.,Elections protect property rights.,0.03528048070906315,0.030490549354054795,0.05287428957413899,0.01759380886507584
1312,The family provided a bed for their pet dog.,The dog can insulate itself from the cold ground.,Beds provide insulation.,0.03261405753411865,0.10342619361426653,0.03179585408502843,0.07081213608014789
1313,Tom likes eating a lot of turnips.,He was filled with vitamins.,Turnips contain vitamins.,0.025415434391338265,0.02059483913550152,0.03204141704969183,0.006625982658353565
1314,Their enemies' signal disturbed radio frequency waves.,Our ground penetrating radar failed to detect subsurface features.,Subsurface features are the most common cause of radio frequency disturbances.,0.04126794694704551,0.05616197193156217,0.056926354511135875,0.015658407564090364
1315,I want to borrow some money.,I turn to banks for help.,Banks lend money.,0.0049300361721138055,0.005366136507377076,0.021448861523946167,0.016518825351832363
1316,Tom graduated from university.,Tom needs to choose working or going abroad.,U.,0.01534817956031421,0.0070719090916547545,0.01293773748137752,-0.0024104420789366893
1317,This region is a habitat.,Many hummingbirds come here every year.,Humboldins feed on hummingbirds.,0.016335799472840876,0.004916826827959873,0.011649271361659162,-0.004686528111181714
1318,The biologists disrupted the metabolic balance maintained by several processes in the mice.,They disrupted homeostasis in its body.,Homeostasis governs metabolism.,0.06302805247677605,0.06217011541368019,0.10114483622430484,0.03811678374752879
1319,Tom likes the smell of pure and fresh.,He drinks a cup of tea every day.,Tea contains aromatic compounds.,0.017275888726172507,0.016652269785629194,0.05116359028678846,0.033887701560615956
1320,Mario's bronchioles are blocked by something peculiar.,His lobules lose function soon.,Bioles have lobules.,0.004742382924126453,0.003470865195485614,0.004098394876181409,-0.0006439880479450445
1321,The real story became a big screen adaptation.,Many audience commented on its dramatic effects.,Effects include effects.,0.0310522797727459,0.02414304163666806,0.022230596189895296,-0.0069092381360778415
1322,Lucy wants to observe stipules.,She picks two the small flaps at the base of the leaf.,Miscules have flaps.,0.005263629628140827,0.004751873111827262,0.004727192418299772,-0.0005117565163135652
1323,Tom did a lot of experiments.,It's proved that sound can not transmitted in vacuum.,Vibration is the transmission of sound from one source to another.,0.009620930663658767,0.024860911903665236,0.00926086708375097,0.01523998124000647
1324,Water was used as as a new source of electricity.,This hydro-energetic power manifested its own drawbacks.,Hydro-energies are renewable sources of energy.,0.021433575564450615,0.02175174829489206,0.07304780883257365,0.05161423326812304
1325,Jerry was stimulated.,He had a reaction.,Stimulation is the stimulation of the brain.,0.002604794000229309,0.002971801306519135,0.026374422873665964,0.023769628873436654
1326,Tom was interested in Exoskeletons.,He often observed arthropods like insects.,Arthropods are among the most abundant of all vertebrates.,0.014293926507286774,0.1486310192482431,0.013491415131951462,0.13433709274095632
1327,The wolf was hunting the antelope.,The antelope asked help from his companions.,Antelopes live in herds.,0.22146560256162842,0.18335741612375206,0.36059358940931874,0.13912798684769032
1328,Jerboas are hungry.,They pick up food by their toes.,Footprints help footstools.,0.02115794823947073,0.004496070454629568,0.018439710004864864,-0.0027182382346058673
1329,Tom is a sociologist.,He often studies various phenomena in life.,Sociology is the study of phenomena.,0.002688326821280343,0.009935914884454467,0.30809038993769955,0.3054020631164192
1330,The weather is pleasant on the beachs.,Babes are enjoying sunshine.,Sunshine is a natural part of life.,0.03022558401728772,0.03197727177280718,0.037503367119645865,0.007277783102358146
1331,He fastened his seat belt.,He was saved from being thrown out of the car in the car accident.,Cars have seat belts.,0.0183657952702863,0.01859499366928624,0.03617873671614605,0.017812941445859747
1332,Kittiwakes were hungry.,They ate a lot.,Hippopotamuses eat a lot of jellyfish.,0.029494797082286157,0.008508046431312156,0.034418970402733055,0.004924173320446899
1333,They read a very beautiful poem.,They found out that it was written by the famous poet Shelley.,Shelley is known as one of the most famous poets of all time.,0.15490377118837603,0.07634091708175414,0.17809422909688297,0.023190457908506934
1334,His mother bought him a cygnet.,Every day he catches aquatic insects to feed it.,Cygnetes eat aquatic insects.,0.007645616262090696,0.021772467349580965,0.009234008590807145,0.014126851087490268
1335,Tom goes out in a down jacket in summer.,Tom is suffering from heat stroke.,Heat stroke is the most common cause of death in children.,0.016252705958836728,0.05790298739254074,0.019828174555937165,0.041650281433704014
1336,Tom went to a moor.,There he saw many species.,Mooring is one of the most misunderstood aspects of nature.,0.0013903548960168773,0.009349035928123365,0.0026653897186176305,0.007958681032106488
1337,Tim's pancreas are inflamed.,He is diagnosed with pancreatitis in the hospital.,Pancreatitis is a common cause of pancreatitis.,0.016658480438160973,0.018735327987357518,0.023624889129598772,0.0069664086914378
1338,Mary watched many bison in the park.,Mary found the small bison is similar to the older bison.,Bison live in large herds.,0.045508532933117886,0.036799677271691096,0.05750415454734908,0.011995621614231192
1339,Tom had suffers from some kind of stomach condition.,Tom has long-standing dyspepsia.,Diarrhea is a common symptom of stomach conditions.,0.10111963070092635,0.15029596908362391,0.10414676868964215,0.04917633838269757
1340,Nobody believed Tom's code was copied by Jack.,Tom compared the two set of codes as evidence in public.,Code is a set of values.,0.03011146619295273,0.024092169375350858,0.02458231704283559,-0.0055291491501171415
1341,Tom raised an ant cub at home.,He found that the mouthparts of this little ant were slowly getting bigger with age.,Cubs have mouthparts.,0.011217633062887743,0.004095903488073414,0.010302369190023027,-0.0009152638728647158
1342,I fed the hummingbird in my cage twice a day.,It could not maintain its high metabolism.,Gymnasts require energy.,0.013361594306110138,0.026375550888985713,0.011867116149095067,0.013013956582875574
1343,The road should be of high strength.,The road was made of concrete.,Cement is used to make roads.,0.023598591278525653,0.017214663003880977,0.04407251803279851,0.02047392675427286
1344,Tom has lost his way.,Tom took out the map and began to determine his location.,Navigation is the process of finding a way.,0.019772320736575737,0.026598728778366443,0.015985732679393218,0.006826408041790705
1345,Tom's mother has allergies-hay fever.,Tom also has allergies- hay fever.,Habits cause hay fever in children.,0.023302364528166256,0.03724876794031711,0.03286145945459628,0.013946403412150855
1346,He jointed too many activities.,He felt tired.,Joints cause fatigue.,0.009260702279314725,0.013549301242483644,0.016357623837467816,0.0070969215581530905
1347,There is a tumor in the patient's blood vessel.,His blood vessel are obstructed.,Tumours block the passage of blood to the blood vessels.,0.08531902643526297,0.10994018305777668,0.18994176440057556,0.10462273796531259
1348,Jack's mother never lets him take part in any kind of activities.,He never gets in a dangerous situation as other kids do.,Puberty is the time when most kids start to get used to their bodies.,0.011200617459658519,0.009980018257935668,0.02124861707708907,0.01004799961743055
1349,Chemicals derived from petroleum can be dangerous.,Amy doesn't want to have contact with petrochemicals.,Methane is one of the most toxic chemicals known to man.,0.03972052011504401,0.04449761174188154,0.04357303527031294,0.0047770916268375305
1350,A weights heavier than B.,A has higher pressure than B.,Pressure is a measure of pressure.,9.135061890044302e-05,0.003470059861907968,0.0001151398425724335,0.003378709243007525
1351,Jack doesn't like vegetables with slender stalks.,He never eats celery.,Celery is one of the few vegetables with a slender stalk.,0.28035297051918456,0.4078976884488717,0.2871192434613196,0.12754471792968713
1352,Drought stress weakens plant water potential and photosynthesis.,The plants were beginning to wilt.,Livestock depend on water resources.,0.0059272586572554796,0.006746774919622996,0.045687435770148596,0.03976017711289312
1353,She is a technician.,Her knowledge is very profound.,Technicians have knowledge.,0.0021336610493417956,0.0029955723520255317,0.0017700828417743146,0.0008619113026837361
1354,Lucy has waited for Tom for a long time.,She bought a book and began reading.,Tom is a book.,0.026963640908027255,0.029908745264768055,0.02823941234413053,0.0029451043567408006
1355,Tom drank a lot and passed out.,The doctor diagnosed him with alcohol poisoning.,Able to pass out is a common cause of death from alcohol poisoning in children.,0.0440215464040901,0.06700815326570762,0.047010675131326174,0.02298660686161752
1356,The farm grows many flowers.,Farmers know how to pollinate flowers.,Flowers produce pollen.,0.11699454295986846,0.25059725708565667,0.017571881936538768,0.13360271412578822
1357,They did an experiment about aeration.,They added air into the water.,Aeration is the process of adding air to water.,0.011908886835167554,0.015657164553854866,0.012564157954938737,0.0037482777186873123
1358,The shop sells combs.,People buy them for their need.,Combs are made of wood.,0.014809764277885948,0.02053630455854141,0.011078604346811618,0.005726540280655461
1359,John was  thirsty but had no water.,He ate some vegetables.,Vegetables contain water.,0.021433009087091334,0.02376222604857975,0.03591365731641939,0.014480648229328059
1360,Many domestic cats lack the ability of adaptation.,They can't live well in a strange environment.,Cats rely on natural selection to survive.,0.022024256335090912,0.02398745229511724,0.03600339887658322,0.01397914254149231
1361,The scientist focused on caring for the breasts for the first few weeks.,They found that the breasts grow during this time.,Breasts grow during periods.,0.005747392135781245,0.007897685463703539,0.007502284249026797,0.0021502933279222937
1362,Tom wants to eat pizza tonight.,His mother bought the fermented dough from the supermarket.,Pizzas are made from fermented dough.,0.0883793216173511,0.10056317348985777,0.0874474838793479,0.012183851872506674
1363,The ape in the zoo was single last year.,This year it's got a baby ape on its back.,Elephants have offspring.,0.007211596892156267,0.010183665749692815,0.055612981679719994,0.04840138478756373
1364,Bulbs contain tungsten wires and air.,"When charged, the tungsten wires will excite the air atoms and emit light.",Tungsten conducts electricity.,0.2087903563573116,0.16462263696358428,0.3237624308193441,0.11497207446203248
1365,David committed the sin of schism.,David was sentenced to hang.,Schism is a sin of unbelief.,0.02085603984240071,0.015849397265521994,0.017811712956885148,-0.0030443268855155636
1366,Tom is hesitant about what major he will study in college.,He finally decided to be a student majoring in microbial physiology.,Phylogenetics is the study of the biology of microbes.,0.032357339396558445,0.0670087007823985,0.0334952668763288,0.03465136138584005
1367,They studied the life habits of many wild animals in South Africa.,They found that those animals lived in their habit from ancient and never moved away.,Wild animals live in habits.,0.04303260802526818,0.04621416053582836,0.06043272816565918,0.017400120140390996
1368,He wanted some subterranean fungi.,He bought lots of truffles.,Truffles are underground fungi.,8.37380673254061e-05,0.021876393488856855,0.01846845718894739,0.02179265542153145
1369,He measured the birds with a thermometer.,He found that they had body temperature.,Thermometers measure body temperatures.,0.10628372268713274,0.012543491379724247,0.1255066769127338,0.019222954225601052
1370,The rattlesnake was pregnant.,It layed eggs.,Rattlesnakes lay eggs.,0.0016497536101381404,0.0025146021445056083,0.001961167689903228,0.0008648485343674679
1371,The product designer aimed to enhance customers' satisfaction.,He redesigned the product for better utility.,Customers enjoy satisfaction.,0.030935110784154334,0.031289646065593424,0.05747655436358868,0.026541443579434346
1372,I found that many deeply-buried rocks were exposed at the earth's surface by erosion long time ago.,"When I saw them again today, I noticed that exfoliation occured.",Exfoliation is the process of exposing deep buried rocks to the elements.,0.0410329379592943,0.04092086334321313,0.0758526243501191,0.03481968639082479
1373,Amy was born with deficiencies in legs.,Amy has a unsually light weight compared with others.,Diagnoses result in premature death.,0.007892582038365382,0.017788378964056748,0.014794671423283359,0.009895796925691366
1374,Mike was exposed to the Rhinoviruses.,He suffered from bronchitis.,Bronchitis can be caused by exposure to the virus.,0.0017549755092067638,0.02003246821131625,0.007117638990412686,0.018277492702109488
1375,Tom threw a ball at his teacher.,The ball hit his teacher.,Teachers throw balls.,0.026833854001835244,0.03376956989283202,0.03594695755164145,0.009113103549806205
1376,Lucy has taken a vague photo.,She used PS to improve the intensification.,Intensity refers to the intensity of light.,0.004055920149212487,0.015172102280850594,0.009274771142571548,0.011116182131638107
1377,The butcher killed the goat with a dull blade in public.,The goat had a big gash in its throat that bled for quite a bit.,Gastrointestinal tract infections can lead to gashes.,0.029373054335267938,0.056283678492525156,0.029441837459936022,0.02691062415725722
1378,Amy observes the patient's tracheae.,Amy sees bronchi on either side of the trachea.,Bronchi are present on both sides of a bronchi.,0.024170061311498264,0.18243267641629354,0.02171983267764271,0.15826261510479528
1379,She stroked the petals with her fingers.,She felt the texture of the flowers.,Petals have texture.,0.0013103714538263683,0.0012328726503433678,0.001175883345661965,-7.749880348300047e-05
1380,Monkeys know how to induce insects with sticks.,They can feed themselves on insects.,Hickory is a type of insect.,0.004672622354846265,0.004878629448731513,0.0062366328394560105,0.0015640104846097458
1381,There is no rainfall at all here.,The water cycle went to a halt here.,Rainfall is the process of restarting the water cycle.,0.014833171294051258,0.023814070884391025,0.016315615505577568,0.008980899590339767
1382,Lila was infected with amebiasis.,She was uncomfortable.,Amebiasis is the most common disease of the human body.,0.0027587972388562025,0.01052336030031851,0.012020505688894597,0.009261708450038394
1383,Lucy's physical condition cannot support her to give birth to a child.,Lucy's physical condition cannot support her to give birth to a child.,Infancy is the most common cause of death in children.,0.047435048472459974,0.059055200862179406,0.06318036520972736,0.01574531673726739
1384,The copperhead snake caught a mouse.,It swallowed the whole mouse.,Copperheads are very sensitive to food.,0.020712088133452336,0.035316319237168665,1.0723117477993083,1.051599659665856
1385,Some limpets were put into a pond where algae prospered.,Not soon later the rocks in the pond were super clean and bald.,Limpets feed on algae.,0.010226665814888725,0.010196254430240954,0.0100349287308943,-3.0411384647771253e-05
1386,The climate around the iceberg changed.,A lot of the ice melted.,Icebergs are very sensitive to temperature changes.,0.04542074437834543,0.05010016149125332,0.05052496596638797,0.005104221588042537
1387,The  researcher wants to know the essence of grain.,He analyzed the components of it.,Grain is composed of a number of components.,0.009299656531893498,0.011586653838254364,0.014157282858796038,0.00485762632690254
1388,Chris is cold in winter.,He always burns firewood to keep warm.,Burns produce heat.,0.0568737419046538,0.04702913169343454,0.05144812999540715,-0.005425611909246654
1389,ABC is a country with a very backward social development.,There's a lot of crime in ABC.,Crime is a serious problem in many countries.,0.017106608791302852,0.023039342113294125,0.029056902746415814,0.011950293955112962
1390,Many animals are searching for suitable habitats.,Many of them use rivers as their habitat.,Rivers have habitats.,0.03994834345734626,0.03528006326418095,0.04487317217473945,0.004924828717393186
1391,Jack ate a bar of chocolate before the game.,Jack was tested positive for stimulant.,Cocoa has stimulant properties.,0.025349866903447996,0.023086661236063132,0.7553593634390166,0.7300094965355686
1392,Ceftriaxone can resist many kinds of bacteria.,Doctors often prescribe this medicine to patients.,Diarrhea is the leading cause of death in the elderly.,0.0120084985481208,0.027947387640337364,0.018037450019731904,0.015938889092216565
1393,Critters time their reproductive cycle.,The chances of their babies' survival can be maximized.,Predation is the ability of a species to maximize the chances of survival.,0.013154562051531454,0.007581437385777636,0.061410504811825015,0.04825594276029356
1394,All citizens have the right to take a gun with them.,Gunshots always happen in America.,Constitution is the supreme law of the land.,0.02762900883224461,0.023436290855056635,0.04112656211735126,0.013497553285106649
1395,Bob is a diner.,He is eating bread.,Diners serve food.,0.00810020434438712,0.04843609148441601,0.010448693121213585,0.04033588714002889
1396,Wires covered by soft flexible plastic are touchable.,Leads can be touched by hands.,Leads are sensitive to touch.,0.0039926030542338335,0.0038751931391739105,0.005955994397953106,0.0019633913437192728
1397,Massive waves of the sea brings in tsunami.,Earthquake close to sea leads to tsunami.,Tsunamis are a type of tidal wave.,0.2512489211536455,0.09756944476529775,0.07441825846489297,-0.15367947638834775
1398,Tom had a heart attack suddenly.,The utility has saved his life.,Utility is the ability to save lives.,0.010763091048455214,0.017650907318783306,0.012714046368991774,0.006887816270328091
1399,The wind here is very strong.,The wind took away a lot of silt particles.,Silt particles are produced by the wind.,0.037433570568439496,0.05858519867320644,0.04218918218223772,0.021151628104766944
1400,There was a murder case in this area.,The policewomen set about investigating the case.,Policewomen are detectives who investigate cases.,0.03499939390378236,0.03065883961037335,0.07550483737724785,0.04050544347346549
1401,The wing on one side of the plane malfunctioned.,This plane can't take off normally.,Flyways have wings.,0.01907178455280584,0.012883691080578784,0.016863510728048856,-0.002208273824756985
1402,Lucy is carrying an oxygen tank.,Lucy can dive to the bottom of the sea.,Oxygen tanks fill with water.,0.018530577470938434,0.033609530417581676,0.021683106675254943,0.015078952946643243
1403,Evaporation is obvious in hot Hainan Island.,Hainan Island has abundant precipitation all year round.,Precipitation is the primary determinant of precipitation.,0.03902730583559075,0.02828318309099535,0.04496373984305769,0.005936434007466941
1404,Collecting of plants from the wild were not under control.,Snowdrops are threatened.,Snowdrops occur in many habitats.,0.0028474403555743895,0.008132516703450068,0.00763108789897464,0.005285076347875679
1405,The food here was poisoned by mycotoxins.,The food was not eatable.,Toxins are toxic to animals.,0.012661125899908985,0.014814330547715027,0.08013299028251884,0.06747186438260985
1406,Poor John hoped to start his own business.,He turned to reliable proposals.,Proposals lead to success.,0.021855333389999357,0.018264211241122874,0.02751008252368541,0.005654749133686052
1407,The researchers fed the mice some capsicums.,Researchers found that the metabolism of mice accelerated.,Capsicums stimulate metabolism.,0.02421812015624217,0.0320142990156275,0.03181263262446243,0.007796178859385331
1408,Only Permafrost can preserve these special seeds.,Permanently frozen ground were utilized to protect them.,Permafrost is one of the few impermeable materials on the planet.,0.00957791023978972,0.01474620131158564,0.010888102380706364,0.00516829107179592
1409,Emma was locked in her throat by a robber.,Her autopsy showed that she died of suffocation.,Suffocation is a common cause of death.,0.008325213983506006,0.13750735879665643,0.017247405938125338,0.12918214481315043
1410,There is a anols in the room.,I think it is like a lizard.,Lizards are very sensitive to anolization.,0.0053383955798831,0.010366180380668808,0.007542794358575076,0.005027784800785708
1411,This shop sells both high-quality and low-quality wines.,The price of high-quality wine is much more expensive.,Wine is made from grapes.,0.01599669287556251,0.11332161321465974,0.016046391347685755,0.09732492033909723
1412,The boy bite the lemon.,He spited out several seeds.,Lemon contains seeds.,0.01694174887345657,0.015151260370305784,0.01756993262161204,0.000628183748155469
1413,Tom wants to choose a letter to represent the partial pressure of carbon dioxide.,He uses capitalized P.,Pressure is expressed as a percentage of total carbon dioxide in the atmosphere.,0.006671556545536563,0.006311901729750981,0.07195858061310752,0.06528702406757095
1414,The scientist has collected some minerals.,He has found magnesium.,Magnesium is one of the most abundant minerals in the universe.,0.039965155101298125,0.023520242771961065,0.04724716931938853,0.007282014218090403
1415,He is a nuturalist.,He goes all over the world to collect specimens.,Nuts are collections of specimens.,9.275601303737294e-05,0.02382464600640401,0.00010245598825696756,0.023731889993366638
1416,The adenoviruses in Sean reacts strongly.,Sean's immune system was damaged.,Immunity is the ability of the body to defend itself against harmful substances.,0.01119415953919573,0.022293874823947485,0.010415665094642328,0.011099715284751755
1417,We need a substitute of dioxin.,Furan is a good choice.,Dioxins are toxic to humans.,0.29321168513866797,0.09044795921775911,0.006802127786165702,-0.20276372592090885
1418,He is proficient in the use of gerund.,He knows the compound structure of gerund.,Gerund is a compound structure found in all living things.,0.0005634118381707744,0.005853598896638854,0.0009321706380392168,0.005290187058468079
1419,America is a country of tolerance.,It accepted diverse cultures.,Tolerance is based on diversity.,0.024111756537283,0.03662876559848317,0.025117598251945306,0.012517009061200172
1420,Data show that the earth's orbit has changed.,Ice ages followed.,Ice ages are caused by changes in the rotation of the Earth's axis.,0.020257723314505562,0.01530725176798656,0.08946580708014226,0.0692080837656367
1421,There are some voles in the field.,The farmer has used some pesticide to drive away them to avoid damaging the field.,Voles are toxic to humans.,0.011891719570959436,0.027337375807157012,0.012142124725644049,0.015445656236197576
1422,These jockeys were very hungry.,They enjoyed the delicious food very much.,Jockeys eat large quantities of food.,0.04234602922832012,0.06577847400709143,0.049121674096979887,0.023432444778771308
1423,Jessi stepped on the craft.,She could start her travel at once.,Crafts begin with trips.,0.00480721073460846,0.007400128589218752,0.005799820806489364,0.0025929178546102915
