,cause,effect,explanation,Cause:Effect,Cause+Truth:Effect,Cause:Truth+Effect,CEQ
908,Students observe the cytoplasm in biology class.,The students see the organelles.,Cytoplasms are part of the cell wall of a cell wall called the cytoskeleton.,0.3561980628790932,0.2794325426962538,0.20603266578728602,-0.07676552018283944
909,Many bees are infertile.,Only the queens are able to lay eggs.,Mammals can only lay their eggs during the first few months of life.,0.013989010385764533,0.010047447241260669,0.016552226723444977,0.0025632163376804445
910,These jellyfishes lived together.,They died after different years.,Jellies live in groups of about two to three years.,0.019964114761832737,0.019311079996727862,0.010216332351866256,-0.0006530347651048755
911,He's the best fisherman around here.,He can catch hundreds of jin of fish every month.,Jin is one of the most abundant marine invertebrates on the planet.,0.06127373725228138,0.05000735578143111,0.04816085396740848,-0.011266381470850267
912,Lucy is a female bonobo.,She has a dominant position in large group.,Bonobos have a dominant role in the sexual hierarchy.,0.010796777794485972,0.025283848434109416,0.028997719395978113,0.01820094160149214
913,Dispersal is very common.,A lot of offspring moves away from their parents.,Perspiration is the process of moving away from a parent's body to another part of the body.,0.02723117200242844,0.030342529199403803,0.029208262489088352,0.0031113571969753617
914,It is a little cygnets which is only one-month old.,It got gentle yellow feathers.,Cygnets are very sensitive to light but they can also be sensitive to the colour of their skin.,0.011012317127349668,0.026751155457541902,0.013032307251537782,0.015738838330192233
915,Tom and Lucy majoring anatomies are partners.,They always had a perfect cooperation in the operation process.,Osteoporosis is the most common cause of an anatomically disinclined relationship.,0.006177743624635374,0.015086555751024057,0.00790282581403823,0.008908812126388683
916,The fake doctor could only recognize iodine deficiency from the most visible sign.,He was certain about the illness of patients with Goiters.,Goiters are a group of people who are at high risk of developing iodine deficiency due to iodine deficiency.,0.2660922433986448,0.4301860967548223,0.3448613282580388,0.1640938533561775
917,The biosphere is out of balance.,The number of beavers become rampant.,Beavers are one of the leading causes of extinction in the biosphere.,0.0014497799929662181,0.007319636991473862,0.007515641021581287,0.006065861028615069
918,He is running.,He wants to rest.,Rest is the resting place of the body.,0.0027535108530947236,0.003753354958292084,0.005524506803506419,0.002770995950411695
919,It's hot outside.,He wants to go home quickly.,Sleeping is a time when the body reacts to heat.,0.0022099175208469667,0.0057447015108704515,0.00690376623135666,0.004693848710509693
920,Tom hates mosquitoes very much.,Tom tries to stay away from puddles in summer.,Puddles are one of the few places in the winter when mosquitoes are most active.,0.03362657520439544,0.03352890061656237,0.02129597310979181,-9.767458783306593e-05
921,The boy separated two solutions of different concentrations with a membrane.,The osmosis occures.,Osmosis occurs when the solution of two solids is separated by the membrane.,0.1621762535504084,0.10875045976965579,0.1913506383786609,0.029174384828252492
922,Tom was exposed to the sunshine for a long time in summer.,He felt fainted.,Sunshine is a natural part of the human body.,0.018576522626627037,0.014168363591943692,0.033866105699084804,0.015289583072457768
923,Lisa places the geraniums in the bright sunny balcony. .,The geranium looks vigorous with verdurous leafs and brilliant flowers.,Geraniums are a type of flowering plant.,0.016874391095607906,0.05177852747232435,0.041081556089539645,0.034904136376716445
924,Both sponges kept in this tank produced eggs and sperms.,The sperm from one sponge fused with the egg from the other to achive fertilization.,Fertilization is the process of fertilization of the sperm from the fertilized egg.,0.06036335976242243,0.23453772985047908,0.11566290872478445,0.17417437008805664
925,My albatross is pregnant.,It needs to be strong enough for the birth of its children.,Albatrosss have a hard time reaching sexual maturity.,0.014991549513785467,0.02215508657639702,0.013770306031417559,0.007163537062611554
926,He kind of choked a few seconds ago.,He choked again seriously.,Chokes cause serious injuries.,0.004806179458240227,0.012848976542290187,0.00856940074350725,0.008042797084049959
927,This orcas seems going to die for hunger.,He will be fine as long as catch a whale.,Orcas are omnivores with a desire to eat only the flesh of a dead animal.,0.16351301974903165,0.10363219193673141,0.10293634587087323,-0.05988082781230024
928,Sedimentation was used by Stephen to separate substances in solution.,The floc was finally removed after a night.,Floc is a silvery-white crystalline substance.,0.10160099379967306,0.07859434556374785,0.17904718734266545,0.07744619354299238
929,Tom suffered from the lung cancer.,His blood vessel was heavily blocked.,Vasoconstriction is caused by the obstruction of the blood vessels in the lung to block the flow of.,0.0290588000482431,0.06958040266233387,0.054762796555156965,0.04052160261409077
930,The child started to drink juices regularly.,His mom was satisfied about his health.,Juice is a natural chemical found in the body to help control the body's natural detoxification process.,0.029318217949484384,0.032763198372304764,0.06249754686098225,0.03317932891149787
931,Rachel wants to raise a special green plant.,Rachel's mother bought her a pot of calyx.,Calyx is a special kind of green plant native to the United States.,0.03159572014675603,0.11456605477868712,0.0394011809919868,0.08297033463193108
932,Amy hates hurricanes.,She doesn't like summer.,Summer is a time of great change in the climate.,0.010565939925103822,0.017754090803892512,0.01118589982741084,0.00718815087878869
933,Rome is a great empire.,Other countries looked up to its position.,Nepal is one of the most powerful countries in the world.,0.01819555859102641,0.026282646970398726,0.021443376160300547,0.008087088379372318
934,Tom cuts off all the leaves of an apple tree.,The apple tree stops growing and dies soon.,Leaves are a vital part of the food chain.,0.03038473084973177,0.023554208777097626,0.04474191937426883,0.01435718852453706
935,Archaeologists have discovered a fossil from Devonian period.,This is a shark fossil.,Devonian period is one of the most ancient periods in the animal kingdom.,0.011917726160912032,0.015911392804017918,0.03707282367235558,0.02515509751144355
936,The aspens were exposed to pesticides.,They had responses instantly.,Aspens respond immediately to pesticide exposure.,0.001774661341673867,0.0071892138994741,0.00499495396674771,0.005414552557800233
937,"There were lots of herring eggbeds here yesterday,.",Today they've been eaten by yellowtail fishing.,Yellowtails are a type of yellowtail fish.,0.023412980493488382,0.13089224417324616,0.016827772298424044,0.10747926367975777
938,The pharmacist in the drugstore is very professional.,He can always recommend the right medicine to the patient.,Pharmacists make recommendations.,0.03379853367986146,0.0407595637507853,0.08955912838034022,0.05576059470047876
939,Jack suffered from juvenile arthritis.,His movement is restricted.,Arthritis is the leading cause of death in children under the age of two years.,0.014559156897906014,0.011663666473019666,0.02959221110689957,0.015033054208993556
940,The little guppy first left its mother's body.,It started to swim.,Guppies swim in water.,0.031222021692784412,0.07018168992062825,0.04264218393950132,0.03895966822784383
941,The cholesterol level in his blood is above the normal range.,The doctor advised him to eat food rich in polyunsaturates.,Polyunsaturases are a type of cholesterol-lowering drug used to lower the cholesterol in the blood.,0.039185135165601584,0.04644967604815023,0.05298010683680791,0.013794971671206323
942,Tom has lung cancer.,Tom's cells began to proliferate uncontrollably.,Papilloma is the most common type of cancer in the human papillomavirus family.,0.05258789328781484,0.052804874247446176,0.18141001465585946,0.1288221213680446
943,Tom has met a monkey with a opposable thumb.,He found that was a capuchin.,Capuchins have two pairs of opposable thumbs.,0.22470941602644262,0.16036501759813232,0.3175648971242363,0.09285548109779368
944,The researcher had to made chains of different numbers of  antibody molecules.,He utilized interleukins to connect them.,Interleukin-6 is a member of the interferon-gamma family of proteins involved in.,0.033148504105899965,0.0274295479442756,0.04168446441267964,0.008535960306779673
945,Tom fainted on the mountain.,The doctor diagnosed him as acrophobia.,Acrophobia is a fear of heights.,0.008175228426312544,0.15987985665635832,0.0071328972822300475,0.15170462823004577
946,Lucy suffers from diabetes.,Her eyes are affected.,Diabetes affects the eyes in a number of ways.,0.008892019188158337,0.004042339602628042,0.009242465002882089,0.0003504458147237516
947,"In the cold wind, the epidermis tissue of his ears was damaged.",The doctor prescribed him medicine for frostbite.,Frostbite is caused by an allergic reaction to the skin of the ear.,0.11020525918051667,0.11118915805235241,0.14495909364102097,0.0347538344605043
948,Tom was ready to have a kid.,He could face the common tantrums.,Tantrums are a common cause of infant death in young children.,0.01633423253794233,0.044531448483272486,0.02324636040227923,0.028197215945330156
949,Tom feels dizzy while working in the office.,Colleagues opened the window for him.,Drinks fill with air.,0.0226483806402984,0.02579053530966759,0.013724706264257612,0.0031421546693691897
950,Luna got a collie.,Luna cares about her dog.,Collies are the offspring of mothers who have been neutered.,0.047755090930824085,0.015610089605688243,0.023944535919272366,-0.02381055501155172
951,Vagrants are impecunious.,They don't have enough food to fill their stomaches.,Peregrine falciparum is one of the most common types of papillomavir.,0.000610485278910902,0.0064292054453317935,0.0004767710770836192,0.005818720166420891
952,All radars on the road were broken.,The safety of the roadways was under greater threats of speeding cars.,Radiometers indicate the speed at which a vehicle is moving.,0.043469276072661836,0.1021708836016563,0.04196071353526117,0.05870160752899446
953,Tom always wore very few clothes when he was young.,He has a varicocele.,Varicoceles is a common disease caused by the growth of a small incision in the skin.,0.022649376522304494,0.02943276470036533,0.037031467914235255,0.014382091391930762
954,Mother took the children to see the chameleon.,The child mistook the chameleon for a lizard.,Chameleons are a type of lizard with a long tail.,0.05003632790922632,0.05735602555572109,0.05927541336941045,0.009239085460184135
955,The sun shines bright like a diamound.,Plants is conducting photosynthesis and grow stronger.,Sunlight is produced by the photosynthesis of the plant as it passes through the atmosphere.,0.025890510731638457,0.0810649263810967,0.055114136620986166,0.05517441564945825
956,This was originally a heath.,There used to be many animal species.,Heaths are the most common type of heath in the animal kingdom.,0.0009899853357932442,0.019694134676771592,0.0016070242913775949,0.01870414934097835
957,Citizens were not satisfied with the statutes.,The parliament changed their decisions.,Legislation is a process by which decisions are made by the people.,0.014908689732323385,0.017617440527610936,0.018275958266154503,0.003367268533831118
958,John wants to catch some sparrows.,John laid a trap on the edge of the cliff.,Sparrows are one of the most difficult animals to catch.,0.019909969720517146,0.030046177214521408,0.018203568852509303,0.010136207494004262
959,The water in the lake evaporates a lot in the hot summer weather.,"A few days later, it rained heavily in this area.",Rains occur when the water is too hot to keep the water from drying out.,0.03773352065623988,0.03766691062019364,0.0822535250507207,0.04452000439448082
960,Jack's research work exposed him to radium radiation for a long time.,This led to his getting worse and suffering from cancer.,Radium is one of the most radioactive elements in the human body.,0.039078807886125895,0.03509696848562603,0.13293412471636737,0.09385531683024148
961,The factory discharges sewage into the sea.,The marine environment has been destroyed.,Sewer is used as a natural filter to remove harmful substances from the ocean.,0.02200676618459322,0.029143658831159897,0.15833413449322112,0.1363273683086279
962,Tom put a bottle of water with 50% contaminants and 50% pathogens in his room three days ago.,Now the contaminants in the bottle are 80%.,Contaminants can cause serious health problems in people who drink water.,0.02968962599655211,0.06209360268993261,0.06458969581110209,0.03490006981454998
963,A teacher makes a presentation.,The students get the knowledge.,Presentation is the process of getting the knowledge from one subject to another.,0.04733273824261107,0.02805624278517096,0.03236210414030188,-0.014970634102309192
964,Silver has the strongest electrical conductivity.,Silver can transfer energy very efficiently.,Electrolytes are the most abundant of all materials in the electric field.,0.019415499303193428,0.0260325426490505,0.03932833711551377,0.019912837812320342
965,This string has strong elasticity.,It has good ability to strech.,Strengths are properties of the string as a whole.,0.013176897819051068,0.013406678539142394,0.016791732470625625,0.0036148346515745573
966,Jack lives in the southeastern United States.,He is likely to see cottonmouths around.,Cottonmouths are one of the most common plant-based foods eaten by people in the western United States.,0.0027385895752252915,0.03893461237757243,0.014037896298110336,0.03619602280234714
967,Mario's uncle murdered an old lady.,He was doomed to be sent into a prison.,Prisoners are people who have been sentenced to death.,0.01879936199231733,0.04561988966468158,0.02513782057849088,0.026820527672364248
968,There are some differences between this two methods.,A series of pictures were added to explain those differences.,Comparison is the process of comparing a series of photographs to an image.,0.007904843392058932,0.1084046744551543,0.017812087445799627,0.10049983106309536
969,Winter is a proper season for amphibians.,We always saw amphibians asleep.,Amphibians sleep during the summer months.,0.00967149890306529,0.050834580133861516,0.043001659403701965,0.04116308123079623
970,Jorge caught Mumps before his marriage.,George and his wife have't had  children for a long time since their marriage.,Mumps can be a life-threatening disease if it is passed on from one person to another.,0.026966596021919108,0.012695628457312421,0.019825682374540413,-0.0071409136473786945
971,Jerry lying beside the bay needs some water to wash his feet.,He walked to the bay.,Bays have water.,0.02596977578237217,0.022449052304819667,0.023278424934034248,-0.002691350848337923
972,Ladybugs can not live in cold environment.,They appear in summer and autumn.,Gastrointestinal tract infections are a common cause of gastroenteritis in some people.,0.019429855123504477,0.020097996524360517,0.024610645896319585,0.005180790772815108
973,The researcher put some Spirogyras under the microscope.,The researcher discovered it's undergoing the mitosis.,Mitosis is the process of breaking down a protein in the spirogyram to break it down.,0.006958947758713505,0.027517241584506812,0.012203171016743284,0.020558293825793307
974,Tom abuses drug.,Tom has dependence on drug.,Deprivation is the most common cause of dependence on drugs.,0.014948485427838217,0.02219660595364368,0.01819840892273625,0.007248120525805462
975,Tom's sheep always have diarrhea.,He went to the vet to buy medicine.,Veterinarians can diagnose a variety of intestinal diseases.,0.01209664681235114,0.01677053490260903,0.12532131806302277,0.11322467125067162
976,This deer has  large flattened shovel-shaped antlers.,It is a buck.,Bucks have large flattened pincers.,0.0868283207596649,0.02930581364155968,0.06601047402854497,-0.02081784673111993
977,Tom took away the Prisms in the binoculars.,The binoculars cannot bend the light.,Prisms are a type of light-emitting diode.,0.021562341663605177,0.017022085473571025,0.10841980078464912,0.08685745912104395
978,She bought a new kind of honey.,She preferred the viscosity of the old honey.,Viscosity is a measure of the amount of carbon dioxide in the air.,0.023711491415624432,0.024178753986431746,0.020829369275215743,0.00046726257080731415
979,The patient can't stop coughing.,The doctor gave him some medicine involving codeine.,Codeine is a drug used to control coughs.,0.16372925917739792,0.05833154785941813,0.19774843786514823,0.03401917868775031
980,The stone was erosed.,The smooth becomes smooth.,Errata occur as a result of erosion.,0.008724008176042405,0.013633311983200303,0.007104271976093131,0.004909303807157898
981,The wrapping materials were degraded.,Prominent reduction of their pollution was achieved.,Decomposition is the process of reducing the amount of carbon dioxide in the air from the atmosphere to the atmosphere.,0.035993066730822164,0.04783849155997658,0.03197699153507067,0.011845424829154419
982,They tested the fatty acids in a variety of fish.,Salmon is found highest.,Salmon has the highest fat content of any fish.,0.1936736546184672,0.1287817191382585,0.16565911639255182,-0.028014538225915375
983,There are many cocoons spuns in leaf litter on the ground.,Many caterpillars pupate here.,Coccosasins feed by sucking on the caterpillar's blood-sucking larval host.,0.02763168975376331,0.8019447639568472,0.03848676331611385,0.7743130742030839
984,Tom has been very anxious about work recently.,He suffered from depression.,Depression is a common side effect of many antidepressants.,0.01741457854241966,0.050476618114174455,0.03180876540597901,0.0330620395717548
985,There is no food in the village.,All the villagers went on strike.,Farmers produce food.,0.12556753825453948,0.013765483085931158,0.12817001538519354,0.002602477130654063
986,The driver wore a pair of sungalsses.,His eyes can adapt to bright conditions.,Sedals are used to adapt to light conditions in the eye as well as in the body.,0.011568247491553066,0.025168406998455004,0.013781287444183731,0.013600159506901938
987,The scientist studies cloning.,She knows much about the process of producing clones.,Cloning is the process by which a gene is inserted into a cell to create a new one.,0.005099010311645737,0.014162763442316373,0.02046075396354936,0.015361743651903622
988,Jane saw the driver killed by others.,She is the witness of the homicide.,Murder is the act of killing another person in the name of self-defense.,0.0163737522813985,0.0320186170404292,0.018573343896399325,0.0156448647590307
989,I had allergic reactions to a number of dairy drinks.,Buttermilk was my allergen.,Allergen is the most common cause of allergic reactions in children.,0.26596592740243274,0.3234523874537248,0.33952270254380484,0.0735567751413721
990,There are not too many people in this village.,The government can't take use of the universal method.,Vietnam has universal health care.,0.017025393954295354,0.024654662433309694,0.029286656921957546,0.012261262967662192
991,Tom put some yeast when baking.,He made delicious bread.,Bread is made from yeast.,0.11499572782087471,0.062097227463194855,0.14504953344012742,0.030053805619252708
992,The production of mineral extraction processing has been drastically reduced.,There is a shortage of raw materials for tailings processing plants.,Tailings are the process of producing mineral extraction from the earth's crust.,0.045919558809393454,0.04308786661981378,0.0616794200981009,0.015759861288707447
993,Tom bought a lot marijuana by coincidence.,He kept it for its high potential.,Marijuana is a high-potency narcotic.,0.02177294102325611,0.018888866138964778,0.020802749019458912,-0.0009701920037971969
994,Tom read the manual carefully.,He found many pictures.,Manuals contain photographs.,0.009402568524288784,0.009461242065239097,0.01756624343601288,0.008163674911724096
995,He was sentenced to prison.,He surprisingly found that prisoners could read in the reading room and learn about the outside world through TV.,Prisoners read books.,0.07060097819529274,0.035515792339542704,0.1104120573875309,0.03981107919223817
996,I planted watermelon in my garden.,I used pesticides to them.,Pesticides are a type of insecticide used to control the growth of many different types of plants.,0.011954546107772518,0.02091325108255189,0.01983709467520041,0.008958704974779371
997,We are in the age of digitalization.,The process of converting from analog equipment to digital occurs in our daily life.,Digitalization is the process of transforming from analog to digital.,0.016202322715447987,0.10343923650084637,0.012853521793313422,0.08723691378539838
998,Tom's turnover and cost are equal this month.,Tom's profit is 0 this month.,Revenue is the amount of money a company has invested in a business over the course of a year.,0.020444229676225587,0.028953450177745345,0.031450744675169395,0.011006514998943808
999,Caterpillars are not colorful.,Caterpillars are not as pretty as butterflies.,Chrysotile caterpillars have a yellowish-brown body with a pale yellow to black underside.,0.0011898917502979759,0.011914382847081881,0.007715568596816572,0.010724491096783906
1000,Bob's mentality has changed a lot recently.,He became mature.,Maturation is the process of adjusting to new situations.,0.007242356853916085,0.007834923722201693,0.025284291588946354,0.01804193473503027
1001,Mike was asked to create a new template.,Mike should take scientific facts into consideration.,Template refers to scientific facts.,0.026618876285312155,0.030233139707372268,0.035516252591395556,0.0088973763060834
1002,The service staff of this hotel lack management.,The service quality of the hotel has seriously declined.,Management is the ability to manage the quality of services provided by the host.,0.03304548732894208,0.03418266131433402,0.043239654801791726,0.010194167472849645
1003,Jerry doesn't want to hiccup.,The only way is not to breathe.,Hiccup is the inability to breathe in the absence of oxygen.,0.008642522390078464,0.018134664256096143,0.00924868795037703,0.009492141866017679
1004,The garden bloomed with roses.,He found that different rose leaves had different shapes.,Roses have different shapes depending on their size.,0.019395396238969537,0.02150252726269097,0.030770589454619888,0.01137519321565035
1005,They are poor and can't work.,They receive government benefits every month.,Disadvantage is defined as the loss of income from one year to the next in a given year.,0.010422015434390253,0.01083277726788724,0.0187808374799465,0.008358822045556248
1006,Tom keeps a poodle.,His monthly expenses soars.,Poodles have annual expenses.,0.001354907144685439,0.012297933657364,0.00334243074401292,0.01094302651267856
1007,Tom has compacted the plant.,Tom has calculate the density of the plants in a wrong way.,Density is the ratio of the number of leaves per unit area divided by the total number of plants.,0.012454157396011478,0.03289319447449119,0.02770740418914635,0.020439037078479712
1008,The doctor adopted radiotherapy to treat his cancer.,The cancer cells died because they lost the ability to multiple.,Radiotherapy is a type of radiation therapy used to kill cancer cells.,0.06239894081412176,0.09559343620626513,0.14381349372425742,0.08141455291013566
1009,He fastened seatbelts when getting on the bus.,He wasn't thrown from the bus in the  car accident.,Seatbelts are a type of seatbelt used to keep people from getting into the wrong places.,0.014237912076068539,0.024080130559923467,0.03464235567705017,0.020404443600981634
1010,Technology has been advanced.,The electronic devices human use become more abundant.,Efficacy is the ability of an electronic device to be used in the future.,0.022859525315181112,0.023246340598025626,0.0242324226086031,0.001372897293421986
1011,Tom had a lung infection.,He was sent to the hospital for treatment soon.,Lungs are one of the leading causes of death in people with chronic bronchitis.,0.0217412033636506,0.023042135400621878,0.031246073709264265,0.009504870345613665
1012,Jack ate rotten fruit.,Jack has a stomach bug.,Gastrointestinal tract infections can also be present as a result of giardiasis.,0.04446839084470853,0.03737477183072614,0.02708188061624947,-0.007093619013982387
1013,The farm is worried about the decrease in the number of bees this year.,The farm brings in artificial pollination researchers.,Pollination is the process of bringing in a variety of plants to pollinate a particular site.,0.16390413755911842,0.20703246778551124,0.25069125057316843,0.08678711301405001
1014,There is a starving tayra.,The starving tayra ate lots of fruits.,Tayras eat a wide variety of plants.,0.006561374089669047,0.03343708779244936,0.008961080220515682,0.026875713702780312
1015,Women's health care providers with advanced educations deserves respect.,My mom as a midwife was respected by others.,Midwifes are physicians who specialize in the care of women with advanced medical conditions.,0.058724270849489994,0.0648243864665339,0.11058762079526523,0.05186334994577523
1016,Thomas is an Indian.,He hunts deer for a living.,He is a native of India.,0.0029199464720154624,0.006040705804710283,0.008294728792379963,0.0053747823203645
1017,Scientists have bred a new type of crop with grapes and resistant species.,Scientists have crossed grapes with other species.,Grapes are one of the most resistant plants to the herbicide glyphosate.,0.02858432258365759,0.024056046708661984,0.07270887385536916,0.04412455127171157
1018,These bodies in the universe are large enough to be detectable by telescope.,They are called as Asteroids.,Asteroids are a group of small objects about the size of a pinwheel found in the solar system.,0.019373050346909528,0.025249710924273704,0.035832337234661255,0.016459286887751726
1019,Many domestic cats lack the ability of adaptation.,They can't live well in a strange environment.,Adaptation is the ability to adapt to a new environment.,0.022024256335090912,0.025193890646835485,0.03409762601350023,0.012073369678409315
1020,Lisa lacks water in her body.,Lisa goes to hospital to inject salt water.,Salt water is used to prevent dehydration in the body.,0.038269597568376786,0.05932022165893184,0.05812207648882898,0.021050624090555053
1021,Cathy put on some lotion today.,Cathy's skin looked beautiful.,Lotion is used to cleanse the skin of dead skin cells.,0.034083601820562456,0.023358637608026613,0.054124913579451185,0.02004131175888873
1022,The president recently felt worse.,He was diagnosed with heart diseases.,Heart disease is the leading cause of death among young adults in the United States.,0.00919633928433164,0.0678398513198972,0.018456717368507455,0.05864351203556556
1023,"During the Republican period, warlords strictly controlled public opinion.",Intellectuals hid in Peking University's library to debate.,Peking is a state-controlled city in the east of the country with a population of about one million people.,0.039500693980145024,0.035407460483880125,0.03771645081223106,-0.0017842431679139653
1024,Logan is allergic to chrysanthemum.,He can't get close to pyrethrum.,Pyrethrum is a common side effect of the drug diazepam.,0.07411795716193531,0.0735700594960232,0.0885951812201207,0.014477224058185384
1025,He wanted to uproot this disease from the pathogenesis.,He checked his intestinnal cell.,Uterine is a member of the intestinal cell family known as the villous adenocarcinoma.,0.011661306682291804,0.015217648507104654,0.028205103584735085,0.01654379690244328
1026,They replaced the city's streetlights with ones that run on photovoltaic cells.,These lights turn on automatically when the sun's rays disappear.,Polarity is a measure of the amount of light a given object is going to be able to provide.,0.011371680856468001,0.01850177664367036,0.022434955346889503,0.011063274490421502
1027,Tonight's homework is to draw an angel.,Tom draws wings first.,Angel wings are a type of winged animal.,0.006953191552559305,0.004129893487381121,0.011608714240246086,0.004655522687686781
1028,There is no stick between these two carbon atoms.,There is no bond between these two carbon atoms.,Bond is the number of carbon atoms in a bond between two carbon atom.,0.059370235439215935,0.11070216698232588,0.0912216683209574,0.05133193154310994
1029,She can't digest well.,She has some yogurt after dinner.,Yogurt is a rich source of protein in many healthy foods.,0.04662364309495905,0.1065078547115561,0.05879068294560824,0.05988421161659706
1030,Lucy falied in her experiment.,She found there was some trouble with the sources of data.,Fluoxetine is used to treat a wide variety of bacterial infections.,0.0024602506949345116,0.008069261879266768,0.004219689214697243,0.005609011184332257
1031,Tom is not in good health and is always ill.,He is much better after taking health products.,Antihistamines can help control the effects of certain substances in the body.,0.03131622870233006,0.028696826921014724,0.03341297950158786,0.0020967507992578002
1032,The instruction of the prevention and control of COVID-19 in the city required the closure of public places.,The libraries in the city were closed according to the instruction.,Libraries are public places open to the general public.,0.020691540966063987,0.03160250059102458,0.0321694262303301,0.011477885264266116
1033,Tom has a tumour in his stomach.,He found an oncologist to treat him.,Oncologists treat tumours.,0.01967655297520954,0.029156525160256085,0.033570765512294314,0.013894212537084772
1034,He has been emotionally unstable recently.,He was in a bad mood and cried every day.,Depression is a mental illness characterized by a lack of control over one's life.,0.003026913790434396,0.018153597379083855,0.006057810688971197,0.01512668358864946
1035,Little Henry always goes to the intertidal zone to pick up seafood to eat.,Chitons can always be seen on the dining table in their home.,Chitons are a common source of food in the south-east Asian steppes of India.,0.016783367488427233,0.015191842362534921,0.029366769726727738,0.012583402238300505
1036,Cannabis has destroyed some families.,There are people suffering from social drugs.,Sufferers suffer from addiction.,0.015201176104860083,0.011124642935818945,0.021511136375216462,0.0063099602703563795
1037,He got kidney stones.,He can take some medicine to force kidney stones to come out through ureters.,Ureters are places in the body when a kidney is too weak to pass through the ureter.,0.17491379344779787,0.2227027709542337,0.18535864266591237,0.04778897750643582
1038,Only the strong plants that was native to the desert environments can survive here.,We should plant pistachios here.,Pistachios are one of the few plants native to a desert environment.,0.014835229392719737,0.014496568240189333,0.018932813405374466,0.004097584012654729
1039,Tom put the seeds in the greenhouse.,The seeds germinated.,Heredity is the process of germinating a plant from seed into a full-grown plant.,0.009703209615451968,0.18221159183700814,0.01681106626757174,0.17250838222155618
1040,I plant gourds and squash.,There is something in commen between them.,Gourds are a type of squash with a little flesh on the outside.,9.769441187964048e-05,0.00016608050019538856,0.22248274266263335,0.2223850482507537
1041,There was a swamp in the village.,The villagers found it became stagnant water after several years.,Swamps produce stagnant water.,0.11863596630534103,0.03847502544031986,0.10538742724407872,-0.013248539061262304
1042,"Since entering this profession, Tom has always reminded himself to keep his head clear.","Five years later, Tom become the CEO of a listed company.",A list is a collection of companies listed on the New York Stock Exchange.,0.016068148312646847,0.02907311925466398,0.024269206542685873,0.013004970942017132
1043,An eclipse is going to occur in one hour.,Numerous of viewers have gathered on the playground.,Innocent people are at risk.,0.008368503216962885,0.012991465336402407,0.0072146372273960225,0.004622962119439522
1044,Artificial ecosystems are ecosystems that have been formed after human intervention and modification.,Microbes provide the fundamental underpinning in artificial ecosystems.,Microbes are the fundamental component of natural ecosystems.,0.06523055889333426,0.07939865038771453,0.06847340381600012,0.014168091494380267
1045,Lucy will accumulate a lot in peacetime.,She is a very good interpreter.,Pythons are very good at communicating with one another.,0.011525594682168195,0.024237130737070376,0.01601542832758082,0.01271153605490218
1046,He established his own company ten years ago and runs it successfully.,He is a great entrepreneur.,Entrepreneurship is the process of creating a business from the ground up.,0.013363090701526033,0.030755147920751624,0.022129495249532893,0.01739205721922559
1047,Tom had Shigellosis.,Only his feces could transmit the disease to others.,Shigelloses are an infectious disease transmitted from one person to another through the feces of a human.,0.001651084804465315,0.055106998187349,0.0033558418942649933,0.053455913382883684
1048,The general had excellent exertions in the war.,The enemies were strongly influenced.,Emotions influence actions.,0.0210846988354154,0.003623686266707549,0.026248091892732577,0.0051633930573171775
1049,The breeder feeds pelicans a lot of food every day.,Pelicans is very healthy.,Pelicans are able to survive on a wide variety of diets.,0.02977682573684872,0.0325242638825412,0.029043478424661966,0.002747438145692477
1050,Tom has to type an essay.,He thought about the framework quickly.,Faces are the basis of all writing.,0.0062441115414744175,0.008100733026050133,0.00604053929688045,0.0018566214845757156
1051,The mouth of the cicadas was removed.,It couldn't suck sap anymore.,Cicadas have a large mouth with a small girth.,0.011936556700310234,0.01573706846249687,0.010883669372522818,0.003800511762186636
1052,They need to study enhancer regions that control gene expression in organisms.,Their research is mainly carried out in eukaryotes.,Eukaryotic cells are the most abundant of all the cell types involved in the regulation of gene expression.,0.2299385068388081,0.17888873216477943,0.21266180909458673,-0.01727669774422136
1053,The hospital hold many patients with parastic.,Most death of the patients are caused by amebiasis.,Parasthesias are a common cause of death in the elderly.,0.03974394227718517,0.0571769952869268,0.036394715850302226,0.017433053009741635
1054,He was looking for the location of osteophytes.,Eventually he found that it present on the ventrolateral surfaces of vertebral body.,Osteophytes are located on the proximal surfaces of the ventral surface of vertebrae.,0.06137701006992549,0.06117364397393482,0.06915351113767454,0.007776501067749048
1055,Tom needs to compress liquids and gases every day.,He prefers to compressing the gases.,Compression is the process of adjusting the volume of a liquid to keep it in a state of constant pressure.,0.00919948137943646,0.019808416467014665,0.031484243541734964,0.022284762162298504
1056,Tom cuts through epidermises.,He found a lot of layers.,Epidermise is a layer of epidermis.,0.002302408694215781,0.0023653805065436333,0.0015795994320507386,6.297181232785233e-05
1057,There was an excess terminal hair growth in a female with a male distribution pattern.,The doctor thought she had hirsutism.,Hirsutisms are the excess terminal haematopoietic hair growth seen in a male with.,0.15182977897831934,0.15388224975490333,0.24878549979795744,0.0969557208196381
1058,John's favourite flower is the cyclamen.,He travelled to the Mediterranean region from Spain to Iran to learn about the history of cyclamen.,Cyclamen is one of the oldest flowering plants known to man.,0.145704296399842,0.21727076162809586,0.2115670453257757,0.07156646522825386
