The woman gave birth to a child. The child brought psycho-physical phenomena on a new life.,Birth is the arising of the psycho-physical phenomena.,Psycho-psychopharmacology is the scientific study of the effects of drugs on the human body.
John wants to catch some sparrows. John laid a trap on the edge of the cliff.,Sparrows make their nest in the cliffs.,Sparrows are one of the few birds whose plumage is intact.
"The water in the lake evaporates a lot in the hot summer weather. A few days later, it rained heavily in this area.",Air can hold only a certain amount of water vapour at any given temperature.,Drought is caused by over-drinking of drinking water.
Jack's research work exposed him to radium radiation for a long time. This led to his getting worse and suffering from cancer.,Radium is a radiological hazard.,Radium is one of the most radioactive elements in the human body.
The factory discharges sewage into the sea. The marine environment has been destroyed.,Ways have environmental consequences.,Sewerage is a by-product of the industrialization of the ocean.
Tom put a bottle of water with 50% contaminants and 50% pathogens in his room three days ago. Now the contaminants in the bottle are 80%.,Contaminants outgrow pathogens at room temperature.,Contaminants can cause a wide range of health problems from diarrhoea to vomiting to acute kidney injury.
A teacher makes a presentation. The students get the knowledge.,Presentation offers education.,Presentation is the process of getting the knowledge from one source to another.
Silver has the strongest electrical conductivity. Silver can transfer energy very efficiently.,Conductivity refers to the ability of a material to transmit energy.,Electrolytes are the most abundant of all the materials on the planet with a mass of only about one.
This string has strong elasticity. It has good ability to strech.,Elasticity refers to the ability of a string to stretch.,Strech is the ability of a string to stretch without breaking up into small pieces.
Jack lives in the southeastern United States. He is likely to see cottonmouths around.,Cottonmouths are a common species in the southeastern United States.,Cottonmouths are one of the most common plants in southeastern states.
Mario's uncle murdered an old lady. He was doomed to be sent into a prison.,Murderers go to prisons.,Prisoners are people who have been sentenced to death in the name of their religion.
There are some differences between this two methods. A series of pictures were added to explain those differences.,Pictures explain differences.,A series of photographs is a series of photos taken with a camera mounted on a tripod.
Winter is a proper season for amphibians. We always saw amphibians asleep.,Amphibians hibernate during winter.,Amphibians are very active during the summer months especially during the warmest part of the year.
Jorge caught Mumps before his marriage. George and his wife have't had  children for a long time since their marriage.,Mumps can cause infertility in a small fraction of men.,Mumps is a disease contracted by the bite of a mosquito-like protozoan parasite known as mumps.
Jerry lying beside the bay needs some water to wash his feet. He walked to the bay.,Bays provide water.,Bays have water.
Ladybugs can not live in cold environment. They appear in summer and autumn.,Ladybugs hibernate from winter to spring.,"Mammals feed on a wide variety of insects including mollusks, cockroaches, aphids."
The researcher put some Spirogyras under the microscope. The researcher discovered it's undergoing the mitosis.,Spirogyras undergo mitosis.,Mitosis is a process in which the spirogyra undergoes a complete re-inactivation of their.
Tom abuses drug. Tom has dependence on drug.,Dependence occurs when someone is unable to control their use of a drug.,Dependence is the inability to control the effects of drugs on the body.
Tom's sheep always have diarrhea. He went to the vet to buy medicine.,Farmers use medications to help keep their animals healthy.,Veterinarians recommend antibiotics.
This deer has  large flattened shovel-shaped antlers. It is a buck.,Bucks have large flattened shovel-shaped antlers.,Bucks have large flat shovel-like antlers called bucktacles.
Tom took away the Prisms in the binoculars. The binoculars cannot bend the light.,Prisms are used in binoculars to bend the light.,Prisms are one of the few objects in the sky with a straight line across the field of view.
She bought a new kind of honey. She preferred the viscosity of the old honey.,Honey has different viscosity.,Viscosity is the ratio of the number of carbon atoms in a molecule to the amount of hydrogen per unit.
The patient can't stop coughing. The doctor gave him some medicine involving codeine.,Codeine is a centrally acting antitussive agent.,Codeine is one of the most common drugs used in the treatment of coughs.
The stone was erosed. The smooth becomes smooth.,Erosion is the physical removal of rock particles.,Erroneousness is caused by erosion of the smooth surface of a rock.
The wrapping materials were degraded. Prominent reduction of their pollution was achieved.,Degradations lead to reductions.,Decomposition is the process of reducing the amount of carbon dioxide in the atmosphere from the atmosphere to the atmosphere.
They tested the fatty acids in a variety of fish. Salmon is found highest.,Salmon have fatty acid levels.,Salmon has the highest fatty acid content of all the fish species.
There are many cocoons spuns in leaf litter on the ground. Many caterpillars pupate here.,Caterpillars pupate in cocoons spun in leaf litter on the ground.,Coccods feed on a variety of plant-derived foodstuffs including aphid larvae.
Tom has been very anxious about work recently. He suffered from depression.,Illness can occur due to stress of the body injury etc.,Depression is a common side-effect of many antidepressants.
There is no food in the village. All the villagers went on strike.,Food has massive impact.,Suffocation is a common cause of death in war-ravaged areas.
The driver wore a pair of sungalsses. His eyes can adapt to bright conditions.,Sunglasses help the eyes adapt to bright conditions.,Songs are the ability of the eye to adapt to a wide variety of lighting conditions.
The scientist studies cloning. She knows much about the process of producing clones.,Cloning is a process of producing clones.,Cloning is the process used to produce a live human being.
Jane saw the driver killed by others. She is the witness of the homicide.,Homicide is the simple killing of one human being by another.,Murder is the act of killing another human being in the name of self-defense.
I had allergic reactions to a number of dairy drinks. Buttermilk was my allergen.,Buttermilk refers to a number of dairy drinks.,Allergen is the most common cause of anaphylaxis in children who are allergic to dairy products.
There are not too many people in this village. The government can't take use of the universal method.,Methods base on demographic characteristics.,Vasectomy is the universal procedure to remove the external incision of the urethra.
Tom put some yeast when baking. He made delicious bread.,Bread has yeast.,Bread is made from yeast.
The production of mineral extraction processing has been drastically reduced. There is a shortage of raw materials for tailings processing plants.,Tailings are waste slurries produced from mineral extraction processing.,Tailings are the process of producing mineral extraction from raw materials.
Tom bought a lot marijuana by coincidence. He kept it for its high potential.,Marijuana has high potential.,Marijuana is a very high-potency drug.
Tom read the manual carefully. He found many pictures.,Manuals contain pictures.,Manuals include photographs.
He was sentenced to prison. He surprisingly found that prisoners could read in the reading room and learn about the outside world through TV.,Jails hold facilities.,Prisoners read in a variety of ways.
I planted watermelon in my garden. I used pesticides to them.,Watermelons are subject to attack by a variety of insect pests.,Pesticides are the mainstay of many insecticide-based herbicides on the market today.
We are in the age of digitalization. The process of converting from analog equipment to digital occurs in our daily life.,Digitalization is the process of converting from analog equipment to digital.,Digitalization is the process of transforming from an analog equipment into a digital one.
Tom's turnover and cost are equal this month. Tom's profit is 0 this month.,Profit is defined as earnings in excess of the cost of capital.,Income is the sum of the difference between the price of a unit of value divided by the cost of goods.
Caterpillars are not colorful. Caterpillars are not as pretty as butterflies.,Caterpillars have pale brown heads.,Caterpillar are nocturnal but prefer to be in the daytime.
Bob's mentality has changed a lot recently. He became mature.,Maturity is a state of mind.,Maturation is the process of adjusting to life in a new environment.
Mike was asked to create a new template. Mike should take scientific facts into consideration.,Templates base on scientific facts.,Template is a scientific fact-based system used to create scientific facts based on scientific facts.
The service staff of this hotel lack management. The service quality of the hotel has seriously declined.,Management affects quality.,Management is the process of managing the quality of services provided by a group of people.
Jerry doesn't want to hiccup. The only way is not to breathe.,Breathing  hiccups.,Hiccup is the inability to breathe at all because of a lack of oxygen in the blood.
The garden bloomed with roses. He found that different rose leaves had different shapes.,Roses have shape leaflets.,Roses have different shapes depending on the size of their flowers.
They are poor and can't work. They receive government benefits every month.,Government provides financial assistance.,Income is a measure of the quality of life of a person based on the amount of money received by the.
Tom keeps a poodle. His monthly expenses soars.,Poodles are high-maintenance dogs.,Poodles are one of the most expensive animals on the planet.
Tom has compacted the plant. Tom has calculate the density of the plants in a wrong way.,Compaction affects plant density.,Density is the number of times a unit of volume is added to a volume.
The doctor adopted radiotherapy to treat his cancer. The cancer cells died because they lost the ability to multiple.,Radiotherapy destroys cancer cells by injuring their ability to multiple.,Radiotherapy is used to remove the cancer cells from the body through the use of a variety of techniques.
He fastened seatbelts when getting on the bus. He wasn't thrown from the bus in the  car accident.,Seatbelts prevent a passenger from being thrown from the car.,Seatbelts are a type of seatbelt used to keep people from getting out of their cars.
Technology has been advanced. The electronic devices human use become more abundant.,Technology produces diversify products.,Efficacy is defined as the rate at which an electronic device is used to process a particular amount of data.
Tom had a lung infection. He was sent to the hospital for treatment soon.,Infection requires hospital care.,Lungs are the most common cause of acute myocardial infarction in the elderly.
Jack ate rotten fruit. Jack has a stomach bug.,Diseases are evil as is the action of bacteria.,Gastrointestinal tract infections are common in people who have eaten rotting fruit.
The farm is worried about the decrease in the number of bees this year. The farm brings in artificial pollination researchers.,Farms provide pollination.,Pollination is the process of bringing in a large number of small insects to pollinate a particular plant.
There is a starving tayra. The starving tayra ate lots of fruits.,Tayras feed on fruit.,Tayras are omnivores.
Women's health care providers with advanced educations deserves respect. My mom as a midwife was respected by others.,Midwives are women's health care providers with advanced educations.,Midwifes are physicians who specialize in the care of women's health.
Thomas is an Indian. He hunts deer for a living.,Indian hunts deer.,He is a native to India.
Scientists have bred a new type of crop with grapes and resistant species. Scientists have crossed grapes with other species.,Hybridization is the breeding of Vitis vinifera with resistant species.,Grapes are the most resistant of all plants to the herbicide glyphosate-based herbicide.
These bodies in the universe are large enough to be detectable by telescope. They are called as Asteroids.,Asteroids are bodies large enough to be detectable by telescope.,Asteroids are the largest of all the known bodies in our solar system.
Many domestic cats lack the ability of adaptation. They can't live well in a strange environment.,Adaptations help animals survive in their environment.,Adaptation is the ability to adapt to a new environment without the assistance of other animals.
Lisa lacks water in her body. Lisa goes to hospital to inject salt water.,Salt is used to control the amount of water in the body.,Salt water is used to cool the body from the inside out.
Cathy put on some lotion today. Cathy's skin looked beautiful.,Lotion is a liquid used for protecting the skin.,Lotion is used to remove excess moisture from the skin.
The president recently felt worse. He was diagnosed with heart diseases.,Presidents have heart diseases.,Trump has a complicated relationship with the disease.
"During the Republican period, warlords strictly controlled public opinion. Intellectuals hid in Peking University's library to debate.",Libraries are sanctuaries of free expression.,Pentagon documents indicate a desire to control political opinion.
Logan is allergic to chrysanthemum. He can't get close to pyrethrum.,Pyrethrum is a natural vegetable extract from a variety of chrysanthemum flowers.,Pyrethrum is one of the most common phytocarcinogens in the body.
He wanted to uproot this disease from the pathogenesis. He checked his intestinnal cell.,Pathogenesis is related to intestinal cell distruction.,Intestine is the building block of the intestinal epithelium.
They replaced the city's streetlights with ones that run on photovoltaic cells. These lights turn on automatically when the sun's rays disappear.,Photocells turn lights off during daylight hours.,Solar energy is generated by the sun at a rate of about one megawatt-hour per second.
Tonight's homework is to draw an angel. Tom draws wings first.,Angels have wings.,Angel wings are the most common type of winged animal.
There is no stick between these two carbon atoms. There is no bond between these two carbon atoms.,Sticks are carbon atom bonds.,Bond is a term used to indicate a bond between two carbon atom bonds.
She can't digest well. She has some yogurt after dinner.,Yogurt aids digestion.,Yogurt is a rich source of protein in the body.
Lucy falied in her experiment. She found there was some trouble with the sources of data.,Sources have drawbacks.,Fluoxetine is used to treat a wide variety of bacterial infections as well as many viral infections.
Tom is not in good health and is always ill. He is much better after taking health products.,Products provide health benefits.,Prescription drugs can cause serious side effects especially in people with a high risk of developing cardiovascular disease.
The instruction of the prevention and control of COVID-19 in the city required the closure of public places. The libraries in the city were closed according to the instruction.,Libraries are community gathering places.,Libraries are public places used by the general public to receive instruction.
Tom has a tumour in his stomach. He found an oncologist to treat him.,Oncologists treat patients with cancer.,Oncologists treat tumours in the stomach.
He has been emotionally unstable recently. He was in a bad mood and cried every day.,Mood refers to a prolonged emotion.,Depression is a mental illness characterized by a loss of control over one's life due to traumatic events.
Little Henry always goes to the intertidal zone to pick up seafood to eat. Chitons can always be seen on the dining table in their home.,Chitons are common in the intertidal zone.,Chitons are one of the most abundant marine animals on the planet.
Cannabis has destroyed some families. There are people suffering from social drugs.,Cannabis is used mainly as a social drug.,"Marijuana is a drug used to treat a wide variety of illnesses including cancer, epilepsy, schizophrenia, etc."
He got kidney stones. He can take some medicine to force kidney stones to come out through ureters.,Ureters connect kidneys.,Ureters are the spaces between the kidneys when the kidney stops producing enough blood.
Only the strong plants that was native to the desert environments can survive here. We should plant pistachios here.,Pistachios are a native plant to desert environments.,Pistachios are one of the few native plants in the desert to thrive in a variety of environments.
Tom put the seeds in the greenhouse. The seeds germinated.,Germination requires high temperature.,Fertilizer is used to cool the soil during the growing season.
I plant gourds and squash. There is something in commen between them.,Gourds are cousins of squash.,Gourds are a type of squash native to the United States with a wide variety of plant species.
There was a swamp in the village. The villagers found it became stagnant water after several years.,Swamps are characterized by slow-moving to stagnant waters.,Swamps are a common cause of death in swamps.
"Since entering this profession, Tom has always reminded himself to keep his head clear. Five years later, Tom become the CEO of a listed company.",Awareness enhances success.,Innovation leads to growth.
An eclipse is going to occur in one hour. Numerous of viewers have gathered on the playground.,Eclipse has viewers.,Sparks are places people gather to watch eclipses.
Artificial ecosystems are ecosystems that have been formed after human intervention and modification. Microbes provide the fundamental underpinning in artificial ecosystems.,Microbes provide the fundamental underpinning of all ecosystems.,Microbes are the fundamental building blocks of a natural ecosystem.
Lucy will accumulate a lot in peacetime. She is a very good interpreter.,Interpretations require knowledge.,Perspective is the ability to see things as they are presented to one another.
He established his own company ten years ago and runs it successfully. He is a great entrepreneur.,Entrepreneurs start own companies.,Entrepreneurship is the process of creating a business from the ground up in the face of competition.
Tom had Shigellosis. Only his feces could transmit the disease to others.,Shigellosis is transmitted strictly by human feces.,Shigelloses are a very rare type of bacterial infection caused by a very small number of bacteria.
The general had excellent exertions in the war. The enemies were strongly influenced.,Exertion has effects.,Emotions are the primary determinants of aggression.
The breeder feeds pelicans a lot of food every day. Pelicans is very healthy.,Pelicans require large quantities of food daily.,Pelicans eat a wide variety of prey including pelagic invertebrates such as the sea urchin.
Tom has to type an essay. He thought about the framework quickly.,Typing requires thinks.,Structures provide a way to describe the structure of a text.
The mouth of the cicadas was removed. It couldn't suck sap anymore.,Cicadas use their mouth to suck sap.,Cicadas have a hard outer shell with a soft outer shell.
They need to study enhancer regions that control gene expression in organisms. Their research is mainly carried out in eukaryotes.,Eukaryotes also have enhancer regions to control gene expression.,Eukaryotic cells are the most abundant of all the chromatin-containing proteins in the body.
The hospital hold many patients with parastic. Most death of the patients are caused by amebiasis.,Amebiasis is a leading parasitic cause of death.,Parasthesias are the leading cause of death in the general population.
He was looking for the location of osteophytes. Eventually he found that it present on the ventrolateral surfaces of vertebral body.,Osteophytes are present on the ventrolateral surfaces of vertebral bodies.,Osteophytes are located on the proximal surfaces of the ventral surface of vertebrae.
Tom needs to compress liquids and gases every day. He prefers to compressing the gases.,Liquids are much harder to compress than gases.,Compression is the process of liquefying a solid into a liquid.
Tom cuts through epidermises. He found a lot of layers.,Epidermises consist of layers.,Epidermis is a layer of epidermis.
There was an excess terminal hair growth in a female with a male distribution pattern. The doctor thought she had hirsutism.,Hirsutism is excess terminal hair growth in women with a male distribution pattern.,Hirsutisms are a male-to-female distribution pattern of hair growth over a period of time.
John's favourite flower is the cyclamen. He travelled to the Mediterranean region from Spain to Iran to learn about the history of cyclamen.,Cyclamen come from the Mediterranean  from Spain to Iran.,Cyclamen is one of the oldest flowering plants in the Arabian peninsula.
Tom needs to test the decarboxylation of organic matter. The organic matter needs to be heated to provide the conditions for electron migration.,Decarboxylation requires electron shift away from the carboxylate.,Decarboxylic acid is used to heat the decomposition of a material such as cellulose.
The light bounces off my mirror. Reflection of light occurred on my mirror.,Reflection is when light bounces off an object.,Reflection is the process of reflecting light off the surface of an object.
There are many asteroids in the night sky. These asteroids form a line.,Asteroids make up the asteroid belt.,Line is a measure of the distance between two objects in the sky at a given time.
This town made a new road last year. The town's economy is muchu better now.,Roads encourage development.,Roads provide jobs.
Leeches feed on blood. The doctor used leeches to remove excess blood.,Leeches are applied to remove the excess blood.,Leeches can also be an effective method of removing excess blood from the body.
Mary used cosmetics. She felt dry eyes.,Cosmetics can cause dry eyes.,Cosmetics can irritate dry eyes especially if they are applied to the skin.
Tom tried to find nettles in the garden. Tom paied special attention to those white flowers.,Nettles have white flowers.,Peregrines are one of the few plants native to the Australian rainforests with their distinctive white flowers.
The battle is a stimuli. The battle triggers world war I.,Stimuli trigger events.,Sensitization is the process of compensating for the effects of external stimuli on the brain.
There are some waterways. Many hippopotamus live there.,Hippopotamuses live in waterways.,Hippopotamuses feed on aquatic plants such as sea cucumbers.
This bag containing special plastic materials was given to scientists. The materials were identified.,Scientists identify special plastic materials.,Nucleic acids are the most abundant of all the nucleic acids found in the body.
The old couple are abondoned by their only son. Their village takes the responsibility to take care of them.,Villages take care.,Care is the responsibility of the family as a whole.
Crystallization was used for this solid. This solid was purified.,Crystallization is used to purify a solid.,Crystallizations are the process of crystallization of a solid by the addition of water to it.
There are more than a million asteroids in the universe. They are very diverse.,Asteroids can vary greatly in size.,Asteroids are among the most common types of objects in our solar system.
The teacher drew a picture of local terrains. Tom saw waves representing the ravines.,Terrains have ravines.,Rivers have waves.
I am sitting in the library. Books surrounding me cause my desire to read.,Libraries cause a desire to reads.,Libraries have books.
There used to be a kingdom. Many people lived in the kingdom.,Kingdoms have many people.,Kingdoms have populations.
Jack looked carefully at the baobabs. He found that it had grey bark.,Baobabs have gray bark.,Baobabs have grey bark in their bark.
My mentor stressed the realibility of my measurement. I began to improve its reproducibility.,Reliability refers to the reproducibility of a measurement.,Revercibility is the ability of a measurement to be reliably accurate.
Tom touched the heating steel. His felt the scalding steel.,Steel has thermal conductivity.,Steel is a heat-resistant metal.
He often feeds herbs to rabbits. Rabbits rarely get sick.,Herbs are beneficial in maintaining good animal health.,Rabbits eat a wide variety of plants including many herbs.
This factory raises a lot of rabbits and foxs. Fur companies often come to the factory to buy leather.,Leather is a natural material.,Leather is a material used in many animal products.
Tom wants to be president. His group begins advertising.,Committees release ads.,Campaigns start with commercials.
There has been a historic battle in this city. Many people have experienced the violent treatment.,Cities experience violence.,Victims suffer from trauma.
The structure of sentences can be complicated. Syntax is not very easy.,Syntax is the study of the structure of sentences.,Syntax is the process of writing a sentence in a language other than the one it is spoken in.
Tom has bought something in a waxy solid state. He found that was a spermaceti.,Spermaceti is a waxy solid derived from the oil of whales particularly sperm whales.,Spermaceti is a solid state produced by the addition of a small amount of hydrogen peroxide to a.
Tom got distracted during the exam. He got a failure in the examination.,Inaccuracy occurs when there is lack of concentration.,Failure is defined as an inability to complete a given task.
Rita has been jogging for two hours and oxygen in her blood is declining. Her face looks not as red as she just started jogging.,Blood is thick with hemoglobin carrier of oxygen.,Jogging causes a decrease in the amount of oxygen in the blood.
The villagers found very small microcrystalline interstitial patches. One of them recognized it as a plagioclase.,Plagioclase is found as very small microcrystalline interstitial patches.,Plagioclases are small microscopic interstitial patch-like structures found on the surface of silvery-white.
There are more dugongs crowded in the sea. They reproduce more geerations.,Dugongs reach sexual maturity.,Gerations are the most common method of breeding in the deep sea.
Upper Cave Men lived in humble dens surrounded by rocks. Scientists thus deduce they have mastered the skill to burrow soil.,Dens are created by burrowing into soil under rocks.,Burrowing is the art of burrowing into the earth's crust beneath the surface of a rock.
The air is not fresh in my van. I want to open the window.,Vans have windows.,I open the windows.
Tom hasn't washed his hair for a long period. There are a lot of head lice on his hair.,Pediculosis is an infestation of head lice on the hair of the head.,Head lice are a common cause of hair loss in young children.
Aunt Li is in charge of cleaning. She always sneezes at work.,Cleaning accompanies sneezings.,Dizziness is a common symptom of sneezing especially in young children.
Mary wants some hops to make beer. Her mother picks some cone-shaped flowers from the hop vine in the yard.,Hops are the cone-shaped flower taken from the hop vine.,Cone is a type of flowering plant native to the United States.
A couple were infected by different bacterium. Both of them took Penicillins and recovered.,Penicillins are antibiotics used to treat a wide variety of bacterial infections.,Pensicillin is the most common bacterium infecting humans.
The fishermen put four octopuses in a tub. They fought fiercely with each other.,Octopuses tend to be profoundly antagonistic towards each other.,Octopuses are one of the most powerful animals on the planet at their size.
This man had suffered from hypercalcaemia. This man had cancer.,Hypercalcaemia is associated with cancer.,Hypercalcauria is a condition in which the body's immune system attacks the cancer cells to destroy the cancer.
Many Chipmunks selected this forest as their habitat. The seeds on the ground were decreasing.,Chipmunks eat the seeds.,Chipmunks prefer to eat their own food rather than rely on the seed dispersal of other species.
Knee jumping reflex is an unconditioned reflex. Our brain can't control the knee reflex.,Reflexes are automatic unconscious responses to a certain stimuli.,Neurons control the movement of the knee but they can also control the action of the foot.
The researchers injected the mice with interleukins. The rate of plasma protein formation in mice decreased rapidly while the rate of albumin formation unchanged.,Interleukins cause a marked decease in synthesis of plasma proteins other than albumin.,Interleukin-mediated protein synthesis is a consequence of increased plasma protein synthesis.
Tom eliminated all the mitochondria within a cell and observed the reactions occurring in it. He only observed the reaction of glycolysis.,Glycolysis occurs in the cytosol all other reactions occur in the mitochondria.,Glucose is a member of the group of enzymes involved in the biosynthesis of glucose.
"The fish in this pond are frozen. People thawed these fish, but their cells were damaged.",Thaw causes cell damage.,Thawing causes thawing of frozen fish cells.
Researchers want to observe stinkpots closely. They choose to take action on summer nights.,Stinkpots are mainly nocturnal especially in the warmest summer months.,Stinkpots are active during the summer months when they are most active.
Jack looks at the family photo. Jack finds that every person in the photo has a different mouth shape.,Mouths have different shapes.,Lips have different shapes.
The doctor advised Peter to eat more foods rich in carotene. Peter went to the supermarket and bought a lot of pumpkins.,Pumpkins are very high in beta-carotene.,Pumpkins are one of the best sources of carotenoids in the animal kingdom.
"Givenchy, who works in the petrochemical industry, wants to explore a catalyst. Givenchy found zeolites.",Zeolites are alumino silicates used widely in the petrochemical industry as catalysts.,Zeolites are a group of rarer elements found in the base of the zeolite family.
The doves are pregnant. Eggs appeared in their nests.,Doves release eggs.,Doves hatch from eggs.
Her depression has never been treated. She gets addicted to alcohol.,Addiction is often a consequence of untreated depression.,Depression is a chronic mental illness characterized by a desire to quit one's own life.
Tom put the frozen meat in the water. The frozen meat melted after an hour.,Thaw is a process.,Frozen meat is a type of frozen meat.
We went to the hospital to detect genetic disease. The doctor used pedigrees.,Pedigrees are used to help detect many different genetic diseases.,Pedigrees are a type of genetic medicine designed to treat a variety of diseases in the human body.
My dad was freed from the disease. We were pleased at his remission.,Remission is defined as freedom from disease.,Rehabilitation is the process of re-establishing a state of consciousness in the body.
"Mary adjusted the angle of lens to observe the specimen. Mary found that the smaller the view,the greater the magnification.",Magnification is related to the lens' angle of view.,Magnification is the ratio of the focal length to the field of view.
Some scientists vivisect animals to get the most accurate statistics. The animals they vivisect have to   suffer the pain of being dissected soberly.,Vivisection is animal cruelty in the name of science.,Vivisection is the process of getting an animal to undergo a painful state of disembowelment.
The peach flowers have faded and peaches emerge one by one. The peach tree finishes the beginning of its reproduction.,Reproduction is the time in the life cycle of a flowering plant when offspring are produced.,Peach is the fruit of the flowering period when it begins to mature.
He is a naturalist. He usually takes a trip.,Naturalists make trips.,Naturalists take trips.
"A middle school student, Lily, took part in many interviews of several agencies. She was rejected by all of the agencies.",Agencies require college education.,Agencies reject middle school students.
We wanted to imitate the cloud' reflection of sunlight. We srayed aerosol into the air to imitate that.,Aerosols can reflect sunlight much like clouds.,Aerosols are a type of cloud produced by the sun's rays reflecting off the surface of the atmosphere.
"Gatsby drank a lot of yogurt. He had just finished his meal, but soon he was hungry again.",Solubility is increased by acidity in the stomach.,Yogurt is a high-fiber rich source of fiber.
This forest has infected ticks. People don't enter it to avoid Infection.,Infection occurs when one is bitten by an infected tick.,Ticks are one of the leading causes of death from all types of infectious diseases in the United States.
The boy has a rubella. He goes for an antiviral vaccine injection.,Rubella is caused by the rubella virus.,Rubella is one of the most common viral infections in children.
This country in recessions had a city with prosperity. Economist was attracted by this aberration.,Prosperity is an aberration between recessions.,Inflation is the result of a decline in the purchasing power of the currency.
The boss was to assess staff performance. He needed to calculated their task completion rates.,Assessments indicate calculations.,Degrees are the average number of completed tasks completed per unit time divided by the number of units completed.
I went into a temple of shamanism. I saw many fetishistic elements.,Shamanism has many fetishistic elements.,Murderers fetishize animals.
The government published a ne policy. The public knew its meaning.,Policy makes senses.,Neologism is the scientific term used to describe the scientific method of describing the meaning of a phenomenon.
Tom's skin was exposed to the sun for a long time. He was sunburned.,Sunburn is actually the skin's response to injury.,Sunburn is caused by overexposure to the ultraviolet rays of the sun.
The boy is prone to sweating excessively. The boy suffers from tinea.,Tinea occurs in people who perspire a lot.,Tinea is a common skin condition caused by excessive sweating.
He has been busy all day long. He is exhausted now with full fatigue.,Fatigue results from everyday activities.,Farting can cause a desire to urinate in response to excessive urination.
Jerry sweated a lot. He had a cramp.,Cramps are due to severe loss of water through sweating.,Sweat causes a desire to urinate in the stomach.
It's a very special environment here. It's an estuary.,Estuaries provide unique environments.,Estuaries are places in the estuaries of the ocean.
The bank raised interest on savings to attract the public. The number of citizens coming to the bank to make deposits has increased.,Interest is the price banks pay to encourage people to save at the bank.,Deposits are the number of people who deposit money at a given time over a period of time.
Jack leaves Beijing. Jack suffered from disassociation mentally.,Disassociation is the mental separation of person from place.,Disassociation is a mental illness caused by the inability to separate one's thoughts from one's body.
Scientists have collected a lot of invertebrates. Scientist can cleary classify them.,Scientists classify invertebrates based on their structure.,Erythropods are the most common invertebrate group found in the fossil record.
Logan put some neodymium into a beaker of liquid magnesium. The neodymium dissolved.,Neodymium is soluble in liquid magnesium.,Nemium is the most abundant of all the radioactive elements in the ionizing radiation.
Tom has seen two spruces. He found that they reached the same height.,Spruces have same height.,Spruces reach their maximum height when they reach a height of at least one foot in front of each other.
Tom was suffered a strange skin disease. The doctor suggested that he should take use of the phytotherapy and buy some medicine containing natural plants.,Phytotherapy denotes treatment with medications produced from natural plant products.,Phytotherapy is a drug used to treat a variety of skin diseases.
John went to the zoo to see the theropods. He took a lot of pictures of different animals.,Theropods are a diverse group.,Pythons are one of the most famous of all theropod species.
Linda always pays her debt in time. She has good credits.,Credit is the deferral of the payment of any debt.,Credit is a measure of the amount of time a debt is due.
He has a need for heating. He bought a heater.,Heaters serve purposes.,Harmonization is the process of heating a material to a certain temperature using a process known as ionization.
Lucy smelt the ladybugs. She found the  foul-tasting liquid from their limbs smelly.,Ladybugs also have the ability to release foul-tasting liquid from their limbs.,Ladybugs are a common pest of aphid-eaters.
"Tom bought a bulb two years ago. Recently, it has entered the flowering stage.",Bulbils take about two years to reach bloom stage.,Bulbs are one of the oldest flowering plants in the plant kingdom.
"Tom bought a plaster to treat the rash. He applied it on his back, hands and feet.",Rashes occur in arious places on the body.,Pellet is used to treat many types of rashes.
Tanager belongs to sparrow. Tanager is fed on worms.,Tanagers eat insects.,Sparrows are a member of the sparrow family.
Mary is a feminist. Mary devotes herself in feminism course.,Feminism is the mind the body the soul.,Feminism is the movement to bring about the liberation of women from the oppression of men in society.
They encountered an incident. They looked for the protocols for explaination.,Incidents follow proper protocols.,Protocols provide explanations of incidents.
A couple of parents are looking for their lost child. Someone offered clues accoding to the photo they posted online.,Citizens post photos.,Censorship is the process of hiding evidence from the general public.
Tom is a transsexual. The  reassignment expressed his perceived inner identities.,Transsexuals say they undergo reassignment mainly to express their perceived inner identities.,Transsexuals are people who identify as male-to-female transsexuals.
The racers entered the deceleration phase. Bob decreased the speed to 50km/h.,Deceleration is the decrease of velocity.,Racers use brakes to reduce the amount of energy they use to complete a turn.
My pet was infected by microscopic animals called coccidia. It had Coccidiosis.,Coccidiosis is caused by microscopic animals called coccidia.,Coccidioids are microscopic animals found in the body of a parasitic protozoan called azoa.
There are few tree on the mountain. This mountain often has mudslides.,Mudslides result when a lack of vegetation fails to hold rainfall into the soil.,Mud is a common cause of mudslide on the slopes of mountains.
Mario introduces his topic through a presentation while Mary just gives a speech orally. Mario draws more attention.,Presentation draws further attention.,Presentation is the act of drawing attention to an object by bringing it closer to the surface of the body.
Women's health care is valued in the country. Contraception is advocated here.,Contraception is absolutely basic to women's health care.,Contraception involves the use of a method of contraception to reduce the number of pregnancies resulting from an unwanted pregnancy.
The identity of the dead body should be clarified. The police will carry deep investigations.,Investigations lead to identification.,Detectives conduct investigations.
The technician set  wrong computer commands. The robot can't work properly.,Robots require computer commands.,Robots have a hard time communicating with each other.
"Sam has been studying tetrapods. Sam has seen creatures as big as cars, and creatures as big as slaps.",Tetrapods vary greatly in size.,Tetrapods are one of the smallest of all terrestrial vertebrates.
The dying lady hear hospice from her son. She died with dignity as free from pain as possible.,Hospice allows people to die with dignity as free from pain as possible.,Hospice is the life of the soul.
Tom ate the undercooked plantains. He tasted bitterness.,Plantains look like large bananas but they have a bitter taste unless cooked.,Bittering refers to the bittering of the food.
