Only Tom attributed all to lumber. He is the only one who considered the free existence of things.,Lumber is the free existence of things.,"

Lumber is the most abundant natural resource in the world."
Scientists wants to measure the illuminance of the sun. They firstly measured the covering area of the sun.,Illuminance is defined as the amount of visible light per unit area falling on a surface., Then they measure the amount of sunlight in the atmosphere.
Snakes are poisonous. People are afraid of snakes.,People avoid snakes.,Pythons have venom.
The astronomer calculated the size of such a Planetesimal. His result could be compared with the size of small moons.,Planetesimals are about the size of small moons.,"

Astronomers have known about the size and shape of moons since the early days of the solar system."
Tom took some antimalarials. His lupus was cured.,Antimalarials are another type of drug commonly used to treat lupus.,Antimalars have antimalarial properties.
The maker changed the rate of Transparency of the table's suface. The table looked more transparent.,Transparency is used to affect the transparency of a surface., Transparency is a measure of the transparency of the face.
Gigi has cultivated gooseberries under good conditions. These gooseberries grow better.,Gooseberries thrive in cool well-drained fertile soils.,Grapeberries are also a good source of vitamin C.
The movie star asked for assistance. His company gave him a hand.,Assistance is provided by companies.,"

""I have a lot of money,"" he said."
There are a lot of creatures in the nature. They play their own functions and keep the biological sphere.,Biodiversity plays a vital role in maintaining stability in a natural ecosystem.,"

Creatures have functions."
Bobbies were in trap. The angel gave him a hand.,Bobbies meet angels.,"

Angeles use their power to control people."
Lisa's battery capacity is too small. Father does some activations on her battery.,Activations increase capacity.,"

Batteries can be used to provide power."
A bat entered our theater. It hanged on the wall.,Theaters have walls.,"

Bats hang on walls."
Tom lacks magnesium in his body. He was diagnosed with the cardiovascular disease.,Magnesium has cardiovascular effects.,Magnesium deficiency is caused by a deficiency of magnesium in the body.
Dachshunds have long backs. They easily damage their spines.,Dachshunds can easily damage their spines because of their long backs., Spines are the most vulnerable part of the body.
The students found some bone-like structures in the polyps. The teacher told them it was called the spicules.,Spicules are bone-like structures found in the Hydra.,"

""Spicules are the most common type of bone in the human body."
The child was admitted to the hospital because he drank gasoline by mistake. Doctors feel thorny in detoxifying mixed chemicals.,Gasoline is a rich mixture of toxic chemicals.,"

Drinking gasoline is one of the most common causes of death in children."
Kimi was wounded by the enemy. He died soon after.,Wounds kill men.,"

Nagai is a member of the Nankai tribe."
Tom can't master division. His mother is angry at his not mastering fundamental operation of arithmetic.,Division is a fundamental operation of arithmetic.,"

Division is the ability to solve problems."
There was a swan in the office. The official got the beautiful feather.,Officials kill swans.,"

""Oddly enough, the swan is one of the most popular birds in the world."
Baby Tom looked into the mirror. Tom saw himself in the mirror.,Mirrors have reflections., He saw himself as a man.
Jane held the magnet close to the coin. The coin is attracted by the magnet.,A coin is often made of ferromagnetic metals.,Magnetism is one of the fundamental principles of magnetism.
Jack wants to join Christianity. He went to church to be baptized.,Baptism is a covenantal ceremony., He is a member of the Christian faith.
Missles were used to attack us. We were killed by nuclear weapons.,Missiles carry nuclear weapons.,"

""Nuclear weapons are a very serious threat to the security of the United States."
They studied the features of leech. They found that they can grow to eight inches long.,Leeches can grow to be eight inches long.,Leeches have a length of about four inches.
The staff in this hotel are well-trained in this hotel. They can offer the guests with good service.,Staff offer quality., Guests come from all over the world.
Mike kept several poodles. Mike prepared enough proteins for them.,Poodles need proteins.,"

Poodles are the most common food in the United States."
Tom and Maria are good friends. They learn a lot from each other.,Friendships can have effects., Maria is an excellent teacher.
Tom has burdens. Tom was in poor health.,Burdens affect health., He is a man of burden.
The tetrapods' tooth is romoved. The tetrapod can't ea now.,Tetrapods have single teeth.,Tetrapods have teeth.
Tom went to the eastern United States. He saw a lot of dogwoods.,Dogwood is a common flowering tree of the eastern United States.,"

""Dogwoods are very hard to find in the western United States,"" he said."
Tom went to his vegetable shed. He saw a lot of aphids.,Aphids feed on a wide range of greenhouse crops.,"

Aphids have aphids on their abdomens."
Tom has caught an aphid in the bottle. He found something sticky and stick in the bottle.,Aphids leave behind a sticky thick substance known as honeydew., The aphid is a common aphid.
They studied the features of leech. They found that they can grow to eight inches long.,Leeches can grow to be eight inches long.,Leeches are small invertebrates with a body length of about one-third of a centimeter.
Donkeys are lazy. They always stay in their home.,Donkeys occupy habitats.,"

Rabbits have a habit of staying in their homes."
He has no neural crest. He doesn't have enough melanocytes in his body.,Melanocytes are cells derived from the neural crest.,"

Melanocytes are a type of protein found in the brain."
Tom has a talent in running. He always won in various running competitions.,Winners demonstrate excellence., Running is one of the most important skills he has.
The teacher's shameful action made him disgraceful. He felt sad about his opprobrium.,Opprobrium is disgrace resulting from shameful actions.,"

In the classroom, teachers have a role to play."
Tom spent the morning washing clothes and cleaning the room. He was so tired that he fell asleep.,Fatigue results from everyday activities.,"

""I woke up in the middle of the night,"" he said."
Melinda went down to the pond to catch crabs. The pincers scratched her finger.,Crabs wave their pincers in the air as a defense when they are disturbed.,"

""Pincers scratch fingers,"" she said."
Tom often faces the problem of anxiety. It is a prominent natural state of  his nature.,Anxiety is the natural state of human nature., Anxiety is a natural response to an external stimulus.
The climate here became more and more severe. The residents here decided to migrate.,Migration depends on climates., Climate change has increased the number of people living in coastal areas.
Tommy hopes that azaleas will thrive. The gardener instructs him to transplant the flowers under the shade of the tree.,Azaleas grow best in partial shade.,Azaleas are one of the most common flowering plants in the United States.
Tom's car tyre got punctured. He measured the diameter and bought a new  proper tyre.,Wheels have diameters., He found the size of the puncture mark on the  proper  tyre.
Tom's sphincters are extremely nervous. He eats something containing peppermints.,Peppermints relax sphincters., Peppermints are the most common type of peppermint in the United States.
Ethernet was interrupted on my computer. I cannot get connected to the internet at a high speed.,Ethernet is a high-speed connection to the internet., I have a hard drive in my home.
John went to the shop to pick up surfactants. They are classified in the low toxicity zone.,Surfactants are generally low in toxicity., Surfactants have high toxicity.
Jack committed carjacking. This general intent crime analogous to robbery put him into jail.,Carjacking is a general intent crime analogous to robbery.,"

Carjacking is a common criminal offense in the United States."
Tom lacks ketones in his blood. His blood flow is not as improved as others with normal ketones level.,Ketones play a role in improved blood flow., Ketones have a negative effect on blood flow.
It is well-drained in the village. Junipers grow everywhere in the village.,Junipers grow in any type of soil as long as it is well-drained.,Junipers are an excellent source of food.
"Susan took a glass of soda and put it on the table. After a few days, the soda water lost its carbonation.",Seltzers tend to loose their carbonation quickly because of the lack of minerals.,"

Carbonation is the loss of carbon dioxide in the atmosphere."
Tom's knee joints were hurt in a car accident. He couldn't move his legs.,Joints move legs.,"

""I don't know if it's because of the pain,"" he said."
I saw Jane use anemometers to test wind direction. I told him they could only measure wind speed.,Anemometers are used to measure wind speed instead of wind direction.,"

Wind direction is a measurement of the direction of the wind."
Kevin went swimming in a small river. He found a leech crawling up his leg.,Leeches live in fresh water.,"

""I thought I was going to die,"" he says."
The staff conveyed the new ideas they came up with to the customers. The customer were very satisfied.,Customers receive output.,"

""I am very pleased with the results we have achieved."
John wanted to measure the declinatio. He needs to know the degrees of arc.,Declination is measured in degrees of arc., Arc is the distance between two points.
Anacondas opened their jaws extremely wide. Anacondas swallowed their victims whole.,Anacondas swallow their victims whole by opening their jaws extremely wide.,"

Anaconds swallow large prey."
People's reading got fragmentation. It results in particular problems in their minds.,Fragmentation causes particular problems.,"

Fragmentation is the process by which a group of people can become separated from one another."
Tom believes in heresy. Tom questioned various beliefs.,Heresy is the deliberate denial of a truth of faith., He believes in the divinity of Jesus Christ.
"Tom has suffered from the disease. In the late period, sclerosis was manifested on Tom.",Sclerosis is a late manifestation of the disease.,Sclerosis is a chronic disease characterized by loss of muscle function.
Jack eats a lot of green vegetables. His digestion is very smooth.,Greens can be laxative in large amounts., Green vegetables are the best source of protein.
John wanted to monitor the temperature of the room where he planted mushrooms. John bought a thermometer and put it the room.,Thermometers measure temperature absolutely.,"

Thermometers are used to measure temperature."
Alice's baby was always drinking a kind milk which consists of nitrates. The baby was suffered the blue-baby syndrome.,Nitrates can cause a disease in infants known as blue-baby syndrome.,Nibrates cause diarrhea.
He looked at trilobites. He saw spines on them.,Trilobites have spines.,"

""Spines have spines,"" he said."
Tom was very drunk last night. Tom is having a hangover.,Hangovers are usually the next-day result after consuming large amounts of alcohol., He's going to have a lot of drinking.
The old witch protects everything of  the tree of life. She knows its lineages.,Lineages are parts of the tree of life., She is the only one who can protect it.
Peregrine had an eye on a fish. The fish was captured by the peregrine.,Peregrines regularly prey on waders.,Peregines are known for their ability to detect prey.
I don't like the smell of onions. I don't like the smell of scallions.,Scallions commonly known as green onions are in the onion family., I prefer the taste of garlic.
Doctors use fungicides to deal with different diseases. The fungicides play out different levels of activity.,Fungicides have different levels of activity against different diseases.,"

Fungicides can be used in different ways."
Tom poured some salt in the water. The salt dissappeared.,Salt dissolves in water.,"

Pour the water into a large bowl."
Tom carelessly seeded oats in the autumn. His father prevented him in time which saved a lot of food in another sense.,Oats are prone to rust when seeded in autumn.,Oats are high in protein.
Tom is busy with exams recently so he is very nervous. His father organized the whole family to travel.,Playing causes relaxation.,"

""My father is very concerned about my health."
Tom has eaten something containing starches. His blood sugar has risen.,Starches are also non-reducing sugars., Starches are a natural part of the body's natural diet.
The government only protected the property of the rich and had no concern for the individual rights of ordinary people. The people overthrew the government by election.,Government is instituted by people to protect their rights.,"

Policymakers have a responsibility to protect the rights of the people."
The family provided a bed for their pet dog. The dog can insulate itself from the cold ground.,Bedding helps insulate animals from the cold ground.,"

Pet dogs are very sensitive to cold."
Tom likes eating a lot of turnips. He was filled with vitamins.,Turnips contain beneficial vitamins., Turnips are very high in vitamin C.
Their enemies' signal disturbed radio frequency waves. Our ground penetrating radar failed to detect subsurface features.,Ground penetrating radar utilizes radio frequency waves to detect subsurface features.,Subsurface features are sensitive to subsonic signals.
I want to borrow some money. I turn to banks for help.,Banks lend money to people., Banks lend money.
Tom graduated from university. Tom needs to choose working or going abroad.,Selections take places., Working abroad is a good way to prepare for a career in the United States.
This region is a habitat. Many hummingbirds come here every year.,Habitats attract hummingbirds.,Hippopotamuses are native to this region.
The biologists disrupted the metabolic balance maintained by several processes in the mice. They disrupted homeostasis in its body.,Homeostasis refers to metabolic balance maintained by several processes.,"

Homeostasis is the ability of the body to maintain a balance of energy."
Tom likes the smell of pure and fresh. He drinks a cup of tea every day.,Tea has pleasant mild taste.,"

""Tea is one of the best things to have in your life,"" he says."
Mario's bronchioles are blocked by something peculiar. His lobules lose function soon.,Bronchioles provide air to lobules.,"

Lobules are made up of a variety of proteins."
The real story became a big screen adaptation. Many audience commented on its dramatic effects.,Screens have dramatic effects.,"

Star Trek: The Next Generation was one of the most popular science fiction films of the 20th century."
Lucy wants to observe stipules. She picks two the small flaps at the base of the leaf.,Stipules are two small flaps at the base of the leaf.,"

Flaps are one of the few places in the leaf where the leaves can be seen."
Tom did a lot of experiments. It's proved that sound can not transmitted in vacuum.,Science provides strong evidence., Sound travels in a vacuum.
Water was used as as a new source of electricity. This hydro-energetic power manifested its own drawbacks.,Sources have drawbacks.,"

Hydro-energies produce electricity in the form of hydrogen."
Jerry was stimulated. He had a reaction.,Stimuli lead to responses., He felt something.
Tom was interested in Exoskeletons. He often observed arthropods like insects.,Exoskeletons are found principally in arthropods - insects.,Arthropods are a group of invertebrates with two main functions.
The wolf was hunting the antelope. The antelope asked help from his companions.,Antelopes produce sound.,"

Antelope hunt in pairs."
Jerboas are hungry. They pick up food by their toes.,Jerboas have toes.,"

Dogs feed on the toes of other animals."
Tom is a sociologist. He often studies various phenomena in life.,Sociologists are concerned with the effect of social traits on daily life., His research focuses on social phenomena.
The weather is pleasant on the beachs. Babes are enjoying sunshine.,Babes are located in beaches.,"

Babes enjoy sunny days."
He fastened his seat belt. He was saved from being thrown out of the car in the car accident.,Seatbelts prevent a passenger from being thrown from the car.,"

""I'm going to have to live with the consequences of my actions,"" he said."
Kittiwakes were hungry. They ate a lot.,Kittiwakes have healthy appetite., They eat a lot of meat.
They read a very beautiful poem. They found out that it was written by the famous poet Shelley.,Poems are written by famous poets., Shelley's poem is one of the most famous poems in the English language.
His mother bought him a cygnet. Every day he catches aquatic insects to feed it.,Cygnets eat aquatic insects.,Cygnetes feed on aquatic invertebrates.
Tom goes out in a down jacket in summer. Tom is suffering from heat stroke.,Summer is the warmest part of the year., Tom has to go to the hospital.
Tom went to a moor. There he saw many species.,Heaths are home to a rich assemblage of animal species., One of them was a fish.
Tim's pancreas are inflamed. He is diagnosed with pancreatitis in the hospital.,Pancreatitis occurs when the pancreas becomes inflamed., Pancreatitis is a common cause of death in the United States.
Mary watched many bison in the park. Mary found the small bison is similar to the older bison.,Bison descend from bison.,Bison are known to live in the wild.
Tom had suffers from some kind of stomach condition. Tom has long-standing dyspepsia.,Illness threatens the ability to regulate physiological processes., Dyspepsias are a common symptom of chronic pain.
Nobody believed Tom's code was copied by Jack. Tom compared the two set of codes as evidence in public.,Code indicates evidence.,"

""Jack's code is the same as Jack's code."
Tom raised an ant cub at home. He found that the mouthparts of this little ant were slowly getting bigger with age.,Mouthparts are the most variable of all insect characteristics.,"

Ants have teeth."
I fed the hummingbird in my cage twice a day. It could not maintain its high metabolism.,Hummingbirds eat every ten minutes to keep up with there high metabolism., The hummingbird is very sensitive to light.
The road should be of high strength. The road was made of concrete.,Concrete has strength.,"

Roads are made of steel."
Tom has lost his way. Tom took out the map and began to determine his location.,Maps indicate locations., He begins to search for a way to reach the city.
Tom's mother has allergies-hay fever. Tom also has allergies- hay fever.,Allergies also seem to run in families - parents with hay fever often have children with allergies.,Hay fever is a common cause of hay fever in children.
He jointed too many activities. He felt tired.,Activities have negative effects.,"

""I didn't have the energy to go to the gym."
There is a tumor in the patient's blood vessel. His blood vessel are obstructed.,Tumours are also a frequent cause of obstruction., The tumor is located in the brain.
Jack's mother never lets him take part in any kind of activities. He never gets in a dangerous situation as other kids do.,Danger involves activities.,"

""I have children."
Chemicals derived from petroleum can be dangerous. Amy doesn't want to have contact with petrochemicals.,Petrochemicals are chemicals derived from petroleum.,Petrochemistry is the process by which chemicals are used to make their way into the body.
A weights heavier than B. A has higher pressure than B.,Pressure depends on weight.,"

B."
Jack doesn't like vegetables with slender stalks. He never eats celery.,Celery has slender stalks.,"

Celery is one of the most common vegetables in the United States."
Drought stress weakens plant water potential and photosynthesis. The plants were beginning to wilt.,Photosynthesis helps to keep it alive.,Wilt is the process of drying out the water in the soil.
She is a technician. Her knowledge is very profound.,Technicians have knowledge., She is an expert in the field of electrical engineering.
Lucy has waited for Tom for a long time. She bought a book and began reading.,Waitings lead to reads.,"

""He's one of the best people I've ever known,"" she says."
Tom drank a lot and passed out. The doctor diagnosed him with alcohol poisoning.,Intoxication is defined by statute at a specified blood-alcohol ratio., He was rushed to the hospital.
The farm grows many flowers. Farmers know how to pollinate flowers.,Farms provide pollination., Pollination is the process by which plants produce their own flowers.
They did an experiment about aeration. They added air into the water.,Aeration is the addition of air to water., Aeration is the process of adding air to a water surface.
The shop sells combs. People buy them for their need.,Combs are used by people.,Combs are used to hold things together.
John was  thirsty but had no water. He ate some vegetables.,Vegetables retain moisture., He drank a lot of water.
Many domestic cats lack the ability of adaptation. They can't live well in a strange environment.,Adaptations help animals survive in their environment., Domestic cats have very few natural instincts.
The scientist focused on caring for the breasts for the first few weeks. They found that the breasts grow during this time.,Breasts grow during first few weeks.,Belly growth is caused by the growth of breast tissue.
Tom wants to eat pizza tonight. His mother bought the fermented dough from the supermarket.,Pizza is made of a piece of fermented dough., Pizza is made from fermented dough.
The ape in the zoo was single last year. This year it's got a baby ape on its back.,Apes give birth to offspring.,"

Piggyback is one of the most common mammals in the wild."
"Bulbs contain tungsten wires and air. When charged, the tungsten wires will excite the air atoms and emit light.",Lighting is caused by excitation of atoms of gas in a bulb.,Tungsten is a conductor of electricity.
David committed the sin of schism. David was sentenced to hang.,Schism is the sin of sins.,"

Schism is defined as a disagreement between two people."
Tom is hesitant about what major he will study in college. He finally decided to be a student majoring in microbial physiology.,Specialties include microbial physiology.,"

""I have a lot of interest in microbiology,"" he said."
They studied the life habits of many wild animals in South Africa. They found that those animals lived in their habit from ancient and never moved away.,Wildlife habitat the native environment of an animal.,Wild animals have habits.
He wanted some subterranean fungi. He bought lots of truffles.,Truffles are subterranean fungi.,"

Truffles are one of the most common fungi in the world."
He measured the birds with a thermometer. He found that they had body temperature.,Birds have body temperature.,"

Pigs have body temperatures."
The rattlesnake was pregnant. It layed eggs.,Rattlesnakes are ovoviviparous., Rattlesnakes have eggshells.
The product designer aimed to enhance customers' satisfaction. He redesigned the product for better utility.,Utility is a measure of satisfaction., Designers have a responsibility to improve customer satisfaction.
"I found that many deeply-buried rocks were exposed at the earth's surface by erosion long time ago. When I saw them again today, I noticed that exfoliation occured.",Exfoliation occurs when deeply-buried rock is exposed at the earth's surface by erosion.,Exfoliation is a process of removing dirt from the surface of the rock.
Amy was born with deficiencies in legs. Amy has a unsually light weight compared with others.,Deficiencies affect weight.,"

Amy is a member of the class of vertebrates known as vertebrates."
Mike was exposed to the Rhinoviruses. He suffered from bronchitis.,Rhinoviruses cause a bronchitis., Bronchitis is a common infection of the bronchial epithelium.
Tom threw a ball at his teacher. The ball hit his teacher.,Balls have momentum.,"

""I don't know if it's a good thing or a bad thing,"" he said."
Lucy has taken a vague photo. She used PS to improve the intensification.,Intensification is a chemical method of increasing the density of the photographic image.,"

""Percussion is one of the most common causes of injury in children,"" she said."
The butcher killed the goat with a dull blade in public. The goat had a big gash in its throat that bled for quite a bit.,Goats have their throats slit in front of others often with dull blades.,"

Pursuit of blood is a common method of killing goats."
Amy observes the patient's tracheae. Amy sees bronchi on either side of the trachea.,Bronchi connect tracheae., Tracheae have bronchial epithelium.
She stroked the petals with her fingers. She felt the texture of the flowers.,Petals have texture.,"

""Mmmmmm,"" she said."
Monkeys know how to induce insects with sticks. They can feed themselves on insects.,Skills help animals.,"

Eggs also eat insects."
There is no rainfall at all here. The water cycle went to a halt here.,Rain is part of the water cycle.,"

Rainfall is the amount of precipitation in a given year."
Lila was infected with amebiasis. She was uncomfortable.,Amebiasis is a parasitic infection of the large intestine., Amebiasis is the most common cause of infection in children.
Lucy's physical condition cannot support her to give birth to a child. Lucy's physical condition cannot support her to give birth to a child.,Miscarriage is the body's natural response to a pregnancy in trouble.,"

Determining the cause of death is the responsibility of the medical examiner."
The copperhead snake caught a mouse. It swallowed the whole mouse.,Copperheads eat their food whole using their flexibly hinged jaws to swallow the meal.,"

Ceratophores are small mammals with small heads."
Some limpets were put into a pond where algae prospered. Not soon later the rocks in the pond were super clean and bald.,Limpets eat by grazing on algae found on rock surfaces.,Hirsutism is the process of removing dead algae from the water.
The climate around the iceberg changed. A lot of the ice melted.,Ice can change with the surrounding climate conditions.,"

Icebergs melt at a rate of about one-third of the rate of global warming."
The  researcher wants to know the essence of grain. He analyzed the components of it.,Grain has components., Grain is a component of food.
Chris is cold in winter. He always burns firewood to keep warm.,Incineration consists of burning waste to produce energy.,"

Rice is the best source of heat."
ABC is a country with a very backward social development. There's a lot of crime in ABC.,Crime exists when society decays.,"

""Crime is the number one cause of death in the country."
Many animals are searching for suitable habitats. Many of them use rivers as their habitat.,Rivers serve as suitable habitats.,Rivers provide a source of fresh water.
Jack ate a bar of chocolate before the game. Jack was tested positive for stimulant.,Chocolate contains theobromine a stimulant similar to caffeine.,"

Jack's blood alcohol level was measured at the time of the test."
Ceftriaxone can resist many kinds of bacteria. Doctors often prescribe this medicine to patients.,Ceftriaxone is one of the most commonly used antibiotics.,Eftrioxone is used in the treatment of mild to moderate to severe bacterial infections.
Critters time their reproductive cycle. The chances of their babies' survival can be maximized.,Critters time their reproductive cycle to maximize the chances of their babies' survival., Reproductive success depends on the quality of life of the mother.
All citizens have the right to take a gun with them. Gunshots always happen in America.,Cities allow crime guns., Guns are used as weapons of mass destruction.
Bob is a diner. He is eating bread.,Diners eat bread., Bread is one of the most common foods eaten in the United States.
Wires covered by soft flexible plastic are touchable. Leads can be touched by hands.,Leads are wires covered by soft flexible plastic.,Leads can also be used to hold objects.
Massive waves of the sea brings in tsunami. Earthquake close to sea leads to tsunami.,Quakes generate massive waves.,"

Seismic waves bring in tsunamis."
Tom had a heart attack suddenly. The utility has saved his life.,Utilities provide emergency assistance.,"

""I have no idea what happened,"" he said."
The wind here is very strong. The wind took away a lot of silt particles.,Silt is usually the easiest type of particle to be entrain by wind., Silt particles are particles of water.
There was a murder case in this area. The policewomen set about investigating the case.,Policewomen have cases.,"

Police officers are trained to deal with crime."
The wing on one side of the plane malfunctioned. This plane can't take off normally.,Airplanes stay up in the air because they have wings.,"

Flight attendants are trained to fly at high altitudes."
Lucy is carrying an oxygen tank. Lucy can dive to the bottom of the sea.,Oxygen diffuses into the coelomic fluid from sea water at the skin gills.,"

Oxygen tanks provide oxygen to the body."
Evaporation is obvious in hot Hainan Island. Hainan Island has abundant precipitation all year round.,Vapour contributes to precipitation.,Hainan is one of the most temperate regions in the world.
Collecting of plants from the wild were not under control. Snowdrops are threatened.,Snowdrops are threatened because of the uncontrolled collecting of plants from the wild.,"

Pests have no control over plants."
The food here was poisoned by mycotoxins. The food was not eatable.,Mycotoxins also pose a potential hazard to human health., I had to eat at least three meals a day.
Poor John hoped to start his own business. He turned to reliable proposals.,Proposals help small business.,"

""I started my own business,"" he says."
The researchers fed the mice some capsicums. Researchers found that the metabolism of mice accelerated.,Capsicum increases metabolism by immediately influencing the venous structure.,"

Capsicums are a type of protein found in the brain."
Only Permafrost can preserve these special seeds. Permanently frozen ground were utilized to protect them.,Permafrost refers to permanently frozen ground.,Permanently freezing ground is the most effective method of preserving the seeds.
Emma was locked in her throat by a robber. Her autopsy showed that she died of suffocation.,Suffocation causes death as a result of insufficient oxygen reaching the blood.,"

Police say they have no evidence to suggest foul play."
There is a anols in the room. I think it is like a lizard.,Anoles resemble lizards., It has a tail.
This shop sells both high-quality and low-quality wines. The price of high-quality wine is much more expensive.,Quality makes differences., Wine is the most valuable commodity in the world.
The boy bite the lemon. He spited out several seeds.,Lemon has seeds.,Lemon is one of the oldest fruits in the world.
Tom wants to choose a letter to represent the partial pressure of carbon dioxide. He uses capitalized P.,P is the partial pressure of carbon dioxide.,D.
The scientist has collected some minerals. He has found magnesium.,Minerals include magnesium.,Magnesium is one of the most abundant minerals in the universe.
He is a nuturalist. He goes all over the world to collect specimens.,Naturalists collect specimens.,Nuts are very sensitive to light.
The adenoviruses in Sean reacts strongly. Sean's immune system was damaged.,Adenoviruses take advantage of the impaired immunological response., Immunoglobulin is a potent anti-inflammatory cytokine.
We need a substitute of dioxin. Furan is a good choice.,Furans are very similar to dioxins.,Dioxin is a naturally occurring chemical found in animal tissues.
He is proficient in the use of gerund. He knows the compound structure of gerund.,Gerunds can be compound.,Gerund is a chemical term used to describe the chemical structure of a substance.
America is a country of tolerance. It accepted diverse cultures.,Tolerance is the acceptance of cultural diversity., It values diversity.
Data show that the earth's orbit has changed. Ice ages followed.,Orbit changes on Earth can cause ice ages., Earth's orbit changes over time.
There are some voles in the field. The farmer has used some pesticide to drive away them to avoid damaging the field.,Voles become invasive pests.,"

Pesticides are used to control weeds."
These jockeys were very hungry. They enjoyed the delicious food very much.,Jockeys enjoy food.,Jockeys have large mouths.
Jessi stepped on the craft. She could start her travel at once.,Craft have time travel capability.,"

""I have a lot of experience in travel,"" she said."
The girl keeps reading. Her brain keeps thinking.,Reading requires thinking.,"

""I want to know the truth,"" she says."
The actress hires a professional nutritionist. The nutritionist arranges her diet every day.,Actresses follow diets., Nutritionists provide nutrition to the body.
Tom wants to deprive himself from the disease of compulsive overeating. He has to stick to abstinence.,Abstinence is an ongoing daily reprieve from the disease of compulsive overeating.,"

Compulsivity is a symptom of excessive compulsive eating."
Moa and ostrich looks very similar but are different. Moas has furry feathers around their necks.,Moas have furry feathers.,Rennies have fur around their heads.
The clearance in Tom's body is too low. There are too much dirty plasma in his body.,Clearance is the volume of plasma cleared of a substance as it passes through the kidney., Plasma is a waste product of the body.
The oboe player craved for a job. The woodwind member in our orchestra invited him to join us.,Oboe is one of woodwind instrumentmainly used in Orchestra.,"

Obligations are the instruments of choice in orchestras."
Luke is a biochemist. He specializes in the specific area of biochemistry he is interested.,Biochemists can specialize in a specific area of biochemistry.,Biochemists specialize in specific areas of biological science.
A large number of small bees live in hives. They are all born of queen bees.,Hives have queens.,Hives have queens.
Tom tied the leash to the bark. The bark is damaged.,Leashes attached to trees can damage the bark.,Barking is a natural response to stress.
The baby drank the breast milk. He took in excreted Pseudoephedrine.,Pseudoephedrine is excreted in breast milk.,Pseudoephesrine is an excretion of excretable excretables from the stomach.
One person is living in the atmosphere and another person is living out of the atmosphere. The person who lives in the atmosphere was alive and the person which lives out of the atmosphere died.,Atmospheres sustain life.,"

Consequences of living in an atmosphere include death."
Reactive matter can be chemically processed. Esters can be processed in chemical reactions.,Esters can also do many reactions., Chemical reactions involve chemical reactions of active matter.
Amy's silver necklace sat by the sink for a long time. The necklace darkened.,Silver is a brilliant white metal.,"

""I have a silver necklace,"" she said."
He only poured a little water on the cactus. The cactus still grows well for a long time.,Cactuses exemplify the survival strategy of water conservation.,Cactus grow well in warm climates.
"Tom was stabbed by the gangster. Fortunately, the knife only stabbed the ribs.",Ribs protect hearts.,"

Crimson is one of the most common injuries in the United States."
Jack drank a lot last night. He behaved badly towards the leader.,Drinking cause stupidity.,"

""I don't know why he did it."
Tom's father is a fisherman. Tom's family was fed on seafood.,Fisheries provide food sources.,"

""I'm a fisherman,"" Tom says."
The virus mutated. The virus had more chance to get into human body.,Variability increases chances.,"

Viruses have a higher chance of getting into the human body than other infectious diseases."
The man read the book of religions. He understood some expressions of human experience.,Religion is an expression of human experience.,"

""Humans have experiences,"" he said."
The nurse said I have Hypertension. My kidney got injured with impaird functions.,Hypertension can injure the kidneys impairing their functions.,Hypertension is a common cause of death in patients with chronic kidney injury.
He attempted to kill his wife. He had to take the consequences of his attempt.,Attempts have consequences.,"

""I have no choice but to kill my wife,"" he said."
Mom's restaurant lack turkeys. She found a turkey merchant to buy some.,Merchants sell turkeys.,"

""We have turkeys,"" she said."
The coach put dynamometers on the swimmers. It turns out there is resistance.,Swimmers generate resistance.,"

Swimmers use dynamometers to measure resistance."
Tom's train was driving on the orbit. He bought another ticket  when the train passed by the center.,Orbits pass through centers.,"

On the way to the center, the train passes through a red line."
The police found a cremated body. The body could not be identified.,Cremation is a total distruction of the identity of the remains.,"

Cremation is the process of removing dead bodies from the ground."
The teacher introduced glossaries. He focused on the definition.,Glossaries contain definition., Glossaries are used to provide context.
Jim put the lactase and lactose together. He found the the lactose was broken down.,Lactase is necessary to break down the dis accharide sugar in milk called lactose.,"

Lactose is broken down by the enzyme lactase."
Gluons can be exchanged between quarks. Quarks are tightly bound together.,Quarks are bound together through the exchange of gluons.,Quarks have a weak magnetic field.
Jack is having an lesson on hieroglyphs in Chinese. He learns these small pictures are used to write like alphabet.,Hieroglyphs are small pictures used to write like our alphabet.,"

Hieroglyphics are a type of writing system used in ancient times."
Tom is an Apiculturist. He specialized in bees.,Apiculturists specialize in bees., Apicultures are the most common type of bee pests.
He saw a native plant in the desert. He admired the vitality of pistachios.,Pistachios are a native plant to desert environments.,"

Pistachios are native plants."
Tom has difficult in grasping abstract objects. He cannnot master numbers.,Numbers are abstract objects., Numbers are abstract.
Margarines were used to fill the statue. The statue was light.,Margarines are light.,"

Pine-shaped statues are usually made of stone."
Soil erosion is serious in this area. The government ordered the planting of windbreaks.,Shelterbelts are rows of trees to protect topsoil from wind erosion., Windbreaks cause erosion.
Tom sells Antidepressants and other prescribed medications of good quality in US. Antidepressants in his drugstores has the highest sales volume.,Antidepressants are among the most widely prescribed medications in the United States.,"Antidepressants are used to treat a wide range of mental health problems including anxiety, depression, panic attacks,."
A vegetarian was hospitalized after a car accident. He was given vegetarian meals at the hospital.,Hospitals serve vegetarian meals.,Vegetarians are considered to be healthier than omnivores.
They showed great perseverance in the face of difficulty. They achieved their goals.,Perseverance is one of the seven laws of success.,"

""Courage is the key to success."
