The woman gave birth to a child. The child brought psycho-physical phenomena on a new life.,Birth is the arising of the psycho-physical phenomena.,Psycho-psychological phenomena are the physical manifestations of the human mind.
More and more people made contributions in the development of economy. The economic fluctuation was rising.,Fluctuations have growth.,Income fluctuates over time.
Villagers suffered painful life when there was a heavy flood in the village. They went to the church for prays.,Prayer takes places.,Prayers are a part of daily life in the community.
Tom hated his neighbor for a long time. He beat up his neighbor violently.,Hate causes violence.,Racism is a life-threatening disease in many people who are victims of domestic violence.
Adequate nutrients were provided for his body. The synthesis processes were normal in his body.,Body can also synthesize when all nutrients are available.,Nutrition is the process by which the body synthesizes a sufficient amount of energy to maintain an adequate level of.
Tom is not very clear about one point in class. Tom's teacher ask him to reread the textbook.,Textbooks provide further details.,Reflects.
Lucy is a secretary of the chairman of the famous factory. She enjoys the right of having a rest at weekends.,Secretaries shall have rights.,Rest is a way of keeping the body warm during the day.
Mary wanted to see giraffes. She went to the zoo.,Zoos have giraffes.,Giraffes are a member of the giraffe family.
The boss wants the building to be more stable. He took use of slabs.,Buildings have slab construction.,Slabs are used in construction.
Tom is a student majoring in the paleozoology. He mainly studies about fossil remains of animals.,Paleozoology is the study of fossil remains of animals.,Paleoanthropology is a branch of paleontology devoted to the study of the fossil record.
Tom was bitten by a viper in the wild. Tom had edema and erythema on his arm.,Vipers are poisonous snakes.,Vipers can cause severe edema on the arm.
Tom wants to be the winner in the Olympic Games. He was injected with some depressants.,Depressants act as stimulants during episodes.,Ritalin is a depressant used to treat depression.
Tom took no medicine to cure his fever. He finally has something wrong with his airway.,Inflammation occurs in the airways as the body tries to battle the infections.,Fever is caused by a viral infection.
Lucy has taken a lot of antidepressants. She found trazodone is the most effective one.,Trazodone is chemically different from other antidepressants.,Tzododone acts as a depressant in the treatment of depression.
Rum's car was damaged. Rum's repairman said it was a normal usage loss.,Usage causes damage.,Rim is used to fix cars.
Tom puts the zooplankton into the big fish tank with small fish. Zooplankton disappears.,Zooplankton feeds small fish.,Zooplanks are able to survive in the water by feeding on small fish such as snails.
Biologists had observed many mammals. They found that they visited families.,Mammals visit families.,Mammals spend a great deal of time with their families.
She bought a comb. She used the teeth of it to clear up her hair.,Combs have teeth.,Jaws have teeth.
Tom knows he's dying. Fear clutches at his heart.,Dying brings fear.,Fear is the fear of death.
The walruses were locked in an artifitial river together. The diver observed ther conatct under water sometimes.,Walruses seek out physical contact with other walruses.,Walruses are very sensitive to temperature.
Edison ruled out all kinds of unsuitable materials. Edison invented the light bulb with tungsten wire.,Exclusion results in success.,Tungsten is a common material used in the manufacture of light bulbs.
Tom catches octopus by the sea. He failed because the octopus can always escape as fast as possible.,Octopuses have the most complex brain of all the invertebrates.,Octopuses are able to swim in water at a very high rate of speed.
There are ligaments in the shoulders of the human body. Shoulder bones are connected together to maintain stability.,Ligaments attach shoulder bones to each other providing stability.,Ligaments are one of the few places in the body in which the entire body is at rest.
He got pneumonia. He died of it.,Pneumonia is the most common infectious disease of the lung leading to death.,Pneumonia is the most common cause of death in young adults.
This group of Pythons began to travel for their immigrant destination. They spent a long time.,Pythons are in fact rather slow animals if moving is about travelling from one place to another.,Pythons arrive in the United States by way of the Pacific Ocean.
The farmer grows celeries. He knows its property very well.,Celery has properties.,Celeries are a family of plants native to the temperate regions of the United States.
"The keeper bathed the gerbil in water. When it was over, the water was still clear.",Gerbils are especially clean animals.,Gerbils swim in water with their heads resting on the surface of the water.
The hungry theif came to a village of fishers. He stole their preys before they came back.,Fishers also cache their prey coming back to eat it later.,Fishers eat prey.
A leopard fur garment needs to sacrifice countless leopards. Environmental experts call for a ban on leopard fur.,Leopards have very thin coats of fur.,Leopards are one of the most endangered animals on the planet.
Amy wants to wash the car with water. She brings a long hose.,Fluid flows through hose.,Hoses are used in washing cars.
The alien's destruction plan starts from the essential structures in biological systems. The interfaces of biological systems were destroyed.,Interfaces are essential structures in biological systems.,Replication is the process of replicating the entire biological system into a new one.
Only Tom attributed all to lumber. He is the only one who considered the free existence of things.,Lumber is the free existence of things.,Lumber is the free being of things in the sense of being free from all dependence on external objects.
Scientists wants to measure the illuminance of the sun. They firstly measured the covering area of the sun.,Illuminance is defined as the amount of visible light per unit area falling on a surface.,Illuminance is a measure of the amount of light reaching the surface of the sky.
Snakes are poisonous. People are afraid of snakes.,People avoid snakes.,Snakes bite people.
The astronomer calculated the size of such a Planetesimal. His result could be compared with the size of small moons.,Planetesimals are about the size of small moons.,Moons are the smallest of all the known bodies in the solar system.
Tom took some antimalarials. His lupus was cured.,Antimalarials are another type of drug commonly used to treat lupus.,Antimalarction is the removal of an antiseptic agent from the body.
The maker changed the rate of Transparency of the table's suface. The table looked more transparent.,Transparency is used to affect the transparency of a surface.,Transparency is the rate at which a surface is transparent.
Gigi has cultivated gooseberries under good conditions. These gooseberries grow better.,Gooseberries thrive in cool well-drained fertile soils.,Grapeberries are one of the best sources of vitamin A in the entire food chain.
The movie star asked for assistance. His company gave him a hand.,Assistance is provided by companies.,Starbucks offers assistance.
There are a lot of creatures in the nature. They play their own functions and keep the biological sphere.,Biodiversity plays a vital role in maintaining stability in a natural ecosystem.,Creatures use their bodies to defend themselves from other creatures.
Bobbies were in trap. The angel gave him a hand.,Bobbies meet angels.,Catchings have angels.
Lisa's battery capacity is too small. Father does some activations on her battery.,Activations increase capacity.,Activations are a way to increase the capacity of the cell.
A bat entered our theater. It hanged on the wall.,Theaters have walls.,Bates enter theatres.
Tom lacks magnesium in his body. He was diagnosed with the cardiovascular disease.,Magnesium has cardiovascular effects.,Magnesium is a very common cause of death in older adults.
Dachshunds have long backs. They easily damage their spines.,Dachshunds can easily damage their spines because of their long backs.,Dachstrans have short backs.
The students found some bone-like structures in the polyps. The teacher told them it was called the spicules.,Spicules are bone-like structures found in the Hydra.,Spicules are a type of bone-shaped structure found in the phagocytoma.
The child was admitted to the hospital because he drank gasoline by mistake. Doctors feel thorny in detoxifying mixed chemicals.,Gasoline is a rich mixture of toxic chemicals.,Toxins can be toxic to children.
Kimi was wounded by the enemy. He died soon after.,Wounds kill men.,Mitsubishi is one of the few nuclear power plants in the country to have a nuclear reactor.
Tom can't master division. His mother is angry at his not mastering fundamental operation of arithmetic.,Division is a fundamental operation of arithmetic.,Division is the process of making sense of numbers.
There was a swan in the office. The official got the beautiful feather.,Officials kill swans.,Swans have feathers.
Baby Tom looked into the mirror. Tom saw himself in the mirror.,Mirrors have reflections.,Mirrors are places people see themselves in relation to their own bodies.
Jane held the magnet close to the coin. The coin is attracted by the magnet.,A coin is often made of ferromagnetic metals.,Magnetism is the attraction of a coin to a coin.
Jack wants to join Christianity. He went to church to be baptized.,Baptism is a covenantal ceremony.,Baptism is the baptism of a new believer.
Missles were used to attack us. We were killed by nuclear weapons.,Missiles carry nuclear weapons.,Nuclear weapons kill people.
They studied the features of leech. They found that they can grow to eight inches long.,Leeches can grow to be eight inches long.,Leeches grow to nine inches long in size.
The staff in this hotel are well-trained in this hotel. They can offer the guests with good service.,Staff offer quality.,Guests have experience.
Mike kept several poodles. Mike prepared enough proteins for them.,Poodles need proteins.,Poodles have proteins.
Tom and Maria are good friends. They learn a lot from each other.,Friendships can have effects.,Maria is the mother of three children.
Tom has burdens. Tom was in poor health.,Burdens affect health.,Fears lead to fears.
The tetrapods' tooth is romoved. The tetrapod can't ea now.,Tetrapods have single teeth.,Tetrapods are very sensitive to ea.
Tom went to the eastern United States. He saw a lot of dogwoods.,Dogwood is a common flowering tree of the eastern United States.,Dogwoods are part of the western United States' natural environment.
Tom went to his vegetable shed. He saw a lot of aphids.,Aphids feed on a wide range of greenhouse crops.,Aphids are the most common aphid in the vegetable kingdom.
Tom has caught an aphid in the bottle. He found something sticky and stick in the bottle.,Aphids leave behind a sticky thick substance known as honeydew.,Aphids can be sticky when they are exposed to air.
They studied the features of leech. They found that they can grow to eight inches long.,Leeches can grow to be eight inches long.,Leeches have a wide variety of growth patterns.
Donkeys are lazy. They always stay in their home.,Donkeys occupy habitats.,Hippies live in homes.
He has no neural crest. He doesn't have enough melanocytes in his body.,Melanocytes are cells derived from the neural crest.,Melanocytes are the building blocks of the white blood cell.
Tom has a talent in running. He always won in various running competitions.,Winners demonstrate excellence.,Running is the art of running from one place to another.
The teacher's shameful action made him disgraceful. He felt sad about his opprobrium.,Opprobrium is disgrace resulting from shameful actions.,Opprobrium is the feeling of being treated as a second class citizen in the eyes of the law.
Tom spent the morning washing clothes and cleaning the room. He was so tired that he fell asleep.,Fatigue results from everyday activities.,Walking is a state of disorientation.
Melinda went down to the pond to catch crabs. The pincers scratched her finger.,Crabs wave their pincers in the air as a defense when they are disturbed.,Crocodiles graze in the water.
Tom often faces the problem of anxiety. It is a prominent natural state of  his nature.,Anxiety is the natural state of human nature.,Panic is a common symptom of anxiety caused by stress.
The climate here became more and more severe. The residents here decided to migrate.,Migration depends on climates.,Migration is the migration of people from one part of the globe to another.
Tommy hopes that azaleas will thrive. The gardener instructs him to transplant the flowers under the shade of the tree.,Azaleas grow best in partial shade.,Azaleas are native to the subtropical regions of the United States.
Tom's car tyre got punctured. He measured the diameter and bought a new  proper tyre.,Wheels have diameters.,Rims have diameters.
Tom's sphincters are extremely nervous. He eats something containing peppermints.,Peppermints relax sphincters.,Peppermints are very sensitive to the presence of a substance known as a preservative.
Ethernet was interrupted on my computer. I cannot get connected to the internet at a high speed.,Ethernet is a high-speed connection to the internet.,Thermals can take advantage of the fact that they are capable of sending data over a wide range of frequencies.
John went to the shop to pick up surfactants. They are classified in the low toxicity zone.,Surfactants are generally low in toxicity.,Surfactants are a class of drugs known to have low toxicity because they are non-toxic.
Jack committed carjacking. This general intent crime analogous to robbery put him into jail.,Carjacking is a general intent crime analogous to robbery.,Carjacking is a general intent criminal offense similar to robbery.
Tom lacks ketones in his blood. His blood flow is not as improved as others with normal ketones level.,Ketones play a role in improved blood flow.,Ketones are the mainstay of the body's control of blood flow through the blood to the brain.
It is well-drained in the village. Junipers grow everywhere in the village.,Junipers grow in any type of soil as long as it is well-drained.,Junipers are one of the most abundant plants in the country.
"Susan took a glass of soda and put it on the table. After a few days, the soda water lost its carbonation.",Seltzers tend to loose their carbonation quickly because of the lack of minerals.,Caffeine dissolves in water.
Tom's knee joints were hurt in a car accident. He couldn't move his legs.,Joints move legs.,Dislocation is a common cause of injury to the lower back.
I saw Jane use anemometers to test wind direction. I told him they could only measure wind speed.,Anemometers are used to measure wind speed instead of wind direction.,Anemometers measure the movement of the wind in a given direction.
Kevin went swimming in a small river. He found a leech crawling up his leg.,Leeches live in fresh water.,Leeches live in small rivers.
The staff conveyed the new ideas they came up with to the customers. The customer were very satisfied.,Customers receive output.,Customers have feedback.
John wanted to measure the declinatio. He needs to know the degrees of arc.,Declination is measured in degrees of arc.,Angles are the degree of arc divided by the number of years in a year.
Anacondas opened their jaws extremely wide. Anacondas swallowed their victims whole.,Anacondas swallow their victims whole by opening their jaws extremely wide.,Anaconds swallow their prey whole.
People's reading got fragmentation. It results in particular problems in their minds.,Fragmentation causes particular problems.,Fragmentation leads to problems in the minds of people.
Tom believes in heresy. Tom questioned various beliefs.,Heresy is the deliberate denial of a truth of faith.,Consecration is the practice of renouncing one's own faith.
"Tom has suffered from the disease. In the late period, sclerosis was manifested on Tom.",Sclerosis is a late manifestation of the disease.,Sclerosis is a disease of the immune system.
Jack eats a lot of green vegetables. His digestion is very smooth.,Greens can be laxative in large amounts.,Green vegetables have high digestibility.
John wanted to monitor the temperature of the room where he planted mushrooms. John bought a thermometer and put it the room.,Thermometers measure temperature absolutely.,Mushrooms have a high temperature.
Alice's baby was always drinking a kind milk which consists of nitrates. The baby was suffered the blue-baby syndrome.,Nitrates can cause a disease in infants known as blue-baby syndrome.,Nibs are a common cause of blue-boob syndrome.
He looked at trilobites. He saw spines on them.,Trilobites have spines.,Spines are a common feature of the spiny animal.
Tom was very drunk last night. Tom is having a hangover.,Hangovers are usually the next-day result after consuming large amounts of alcohol.,Hangovers are a common side effect of alcohol.
The old witch protects everything of  the tree of life. She knows its lineages.,Lineages are parts of the tree of life.,Lilies have a lineage.
Peregrine had an eye on a fish. The fish was captured by the peregrine.,Peregrines regularly prey on waders.,Peregons are the most intelligent of all the sea urchin-like vertebrates.
I don't like the smell of onions. I don't like the smell of scallions.,Scallions commonly known as green onions are in the onion family.,Scallions are one of the most common food odors in the United States.
Doctors use fungicides to deal with different diseases. The fungicides play out different levels of activity.,Fungicides have different levels of activity against different diseases.,Fungicides are used in the treatment of various diseases.
Tom poured some salt in the water. The salt dissappeared.,Salt dissolves in water.,Salt dissolves in water.
Tom carelessly seeded oats in the autumn. His father prevented him in time which saved a lot of food in another sense.,Oats are prone to rust when seeded in autumn.,Oats are a source of protein.
Tom is busy with exams recently so he is very nervous. His father organized the whole family to travel.,Playing causes relaxation.,Families spend a lot of time together during the summer months.
Tom has eaten something containing starches. His blood sugar has risen.,Starches are also non-reducing sugars.,Starches are a type of starches found in the blood.
The government only protected the property of the rich and had no concern for the individual rights of ordinary people. The people overthrew the government by election.,Government is instituted by people to protect their rights.,Elections are the political process of choosing the rulers over the people.
The family provided a bed for their pet dog. The dog can insulate itself from the cold ground.,Bedding helps insulate animals from the cold ground.,Bedding is used to insulate the body from the heat of the day.
Tom likes eating a lot of turnips. He was filled with vitamins.,Turnips contain beneficial vitamins.,Turnips are very high in vitamin A.
Their enemies' signal disturbed radio frequency waves. Our ground penetrating radar failed to detect subsurface features.,Ground penetrating radar utilizes radio frequency waves to detect subsurface features.,Subsurface features are areas of the earth's surface with very low levels of radioactivity.
I want to borrow some money. I turn to banks for help.,Banks lend money to people.,Banks lend money.
Tom graduated from university. Tom needs to choose working or going abroad.,Selections take places.,Income is a measure of the quality of a person's life.
This region is a habitat. Many hummingbirds come here every year.,Habitats attract hummingbirds.,Hymnbirds are one of the most common species of hummingbirds in the western United States.
The biologists disrupted the metabolic balance maintained by several processes in the mice. They disrupted homeostasis in its body.,Homeostasis refers to metabolic balance maintained by several processes.,Homeostasis is the process of maintaining the body's own internal metabolism.
Tom likes the smell of pure and fresh. He drinks a cup of tea every day.,Tea has pleasant mild taste.,Tea is a natural sweetener.
Mario's bronchioles are blocked by something peculiar. His lobules lose function soon.,Bronchioles provide air to lobules.,Lobules are a vital part of the body's immune system.
The real story became a big screen adaptation. Many audience commented on its dramatic effects.,Screens have dramatic effects.,Adaptation is the process of re-creating an image from another medium.
Lucy wants to observe stipules. She picks two the small flaps at the base of the leaf.,Stipules are two small flaps at the base of the leaf.,Miscules have flaps.
Tom did a lot of experiments. It's proved that sound can not transmitted in vacuum.,Science provides strong evidence.,Vacuum is the process of transferring sound from one source to another.
Water was used as as a new source of electricity. This hydro-energetic power manifested its own drawbacks.,Sources have drawbacks.,Hydro-energies can have negative effects.
Jerry was stimulated. He had a reaction.,Stimuli lead to responses.,He reacted to stimulation.
Tom was interested in Exoskeletons. He often observed arthropods like insects.,Exoskeletons are found principally in arthropods - insects.,Arthropods are one of the most common species of insect-like animals on the planet.
The wolf was hunting the antelope. The antelope asked help from his companions.,Antelopes produce sound.,Antelopes are omnivores.
Jerboas are hungry. They pick up food by their toes.,Jerboas have toes.,Jaguars prefer to eat their own food when they are in the water.
Tom is a sociologist. He often studies various phenomena in life.,Sociologists are concerned with the effect of social traits on daily life.,Sociology is the study of phenomena.
The weather is pleasant on the beachs. Babes are enjoying sunshine.,Babes are located in beaches.,Babes enjoy sunny weather.
He fastened his seat belt. He was saved from being thrown out of the car in the car accident.,Seatbelts prevent a passenger from being thrown from the car.,Seat belts are one of the most common injuries caused by driving while wearing a seatbelt.
Kittiwakes were hungry. They ate a lot.,Kittiwakes have healthy appetite.,Hippopotamuses eat a lot of fish.
They read a very beautiful poem. They found out that it was written by the famous poet Shelley.,Poems are written by famous poets.,Shelley is one of the most famous poets of all time.
His mother bought him a cygnet. Every day he catches aquatic insects to feed it.,Cygnets eat aquatic insects.,Cygnetes feed on aquatic insects.
Tom goes out in a down jacket in summer. Tom is suffering from heat stroke.,Summer is the warmest part of the year.,Suffocation is a common cause of heat stroke in the elderly.
Tom went to a moor. There he saw many species.,Heaths are home to a rich assemblage of animal species.,Mooring is the study of the distribution of species in a given area.
Tim's pancreas are inflamed. He is diagnosed with pancreatitis in the hospital.,Pancreatitis occurs when the pancreas becomes inflamed.,Pancreatitis is a common cause of death in children who are at high risk of developing pancreatitis.
Mary watched many bison in the park. Mary found the small bison is similar to the older bison.,Bison descend from bison.,Bison are very similar in size to the adult bison but have a slightly different body shape.
Tom had suffers from some kind of stomach condition. Tom has long-standing dyspepsia.,Illness threatens the ability to regulate physiological processes.,Dyspepsias is a common side effect of eating too much carbohydrates.
Nobody believed Tom's code was copied by Jack. Tom compared the two set of codes as evidence in public.,Code indicates evidence.,Code is a set of symbols used to represent ideas.
Tom raised an ant cub at home. He found that the mouthparts of this little ant were slowly getting bigger with age.,Mouthparts are the most variable of all insect characteristics.,Ants are very sensitive to changes in the size of their mouths as they age.
I fed the hummingbird in my cage twice a day. It could not maintain its high metabolism.,Hummingbirds eat every ten minutes to keep up with there high metabolism.,Hummingbirds are omnivores.
The road should be of high strength. The road was made of concrete.,Concrete has strength.,Cement is used to make roads.
Tom has lost his way. Tom took out the map and began to determine his location.,Maps indicate locations.,Missions take places.
Tom's mother has allergies-hay fever. Tom also has allergies- hay fever.,Allergies also seem to run in families - parents with hay fever often have children with allergies.,Hay fever is the most common allergic reaction to certain foods.
He jointed too many activities. He felt tired.,Activities have negative effects.,Dislikes cause feelings of disassociation.
There is a tumor in the patient's blood vessel. His blood vessel are obstructed.,Tumours are also a frequent cause of obstruction.,Tumours can block the flow of blood from the blood vessel to the surrounding tissue.
Jack's mother never lets him take part in any kind of activities. He never gets in a dangerous situation as other kids do.,Danger involves activities.,Pregnancy is a time when the body is at rest.
Chemicals derived from petroleum can be dangerous. Amy doesn't want to have contact with petrochemicals.,Petrochemicals are chemicals derived from petroleum.,Petrochemistry is the process of making chemicals from petroleum.
A weights heavier than B. A has higher pressure than B.,Pressure depends on weight.,B has lower pressure.
Jack doesn't like vegetables with slender stalks. He never eats celery.,Celery has slender stalks.,Celery is a member of the family of plant-derived proteins found in the cruciferous vegetable.
Drought stress weakens plant water potential and photosynthesis. The plants were beginning to wilt.,Photosynthesis helps to keep it alive.,Wilt occurs when the soil is too dry to provide enough water to keep the plants from wilting.
She is a technician. Her knowledge is very profound.,Technicians have knowledge.,Careers require knowledge.
Lucy has waited for Tom for a long time. She bought a book and began reading.,Waitings lead to reads.,Books are books.
Tom drank a lot and passed out. The doctor diagnosed him with alcohol poisoning.,Intoxication is defined by statute at a specified blood-alcohol ratio.,Alcohol poisoning is a common cause of death in the elderly.
The farm grows many flowers. Farmers know how to pollinate flowers.,Farms provide pollination.,Pollination is the process of producing a certain type of flower.
They did an experiment about aeration. They added air into the water.,Aeration is the addition of air to water.,Aeration is the process of adding air to the water to make it drinkable.
The shop sells combs. People buy them for their need.,Combs are used by people.,Combs are made of wood.
John was  thirsty but had no water. He ate some vegetables.,Vegetables retain moisture.,Vegetables are one of the few foods with a high amount of carbohydrates.
Many domestic cats lack the ability of adaptation. They can't live well in a strange environment.,Adaptations help animals survive in their environment.,Cats are adaptable to environments.
The scientist focused on caring for the breasts for the first few weeks. They found that the breasts grow during this time.,Breasts grow during first few weeks.,Breasts grow during a period of about three weeks.
Tom wants to eat pizza tonight. His mother bought the fermented dough from the supermarket.,Pizza is made of a piece of fermented dough.,Pizzas are made from fermented dough.
The ape in the zoo was single last year. This year it's got a baby ape on its back.,Apes give birth to offspring.,Pheasants are one of the few animals to have their backs together.
"Bulbs contain tungsten wires and air. When charged, the tungsten wires will excite the air atoms and emit light.",Lighting is caused by excitation of atoms of gas in a bulb.,Tungsten is a very sensitive conductor of electricity.
David committed the sin of schism. David was sentenced to hang.,Schism is the sin of sins.,Schism is the act of breaking up one's relationship with one's own soul.
Tom is hesitant about what major he will study in college. He finally decided to be a student majoring in microbial physiology.,Specialties include microbial physiology.,Methology is the study of the biology of microbes.
They studied the life habits of many wild animals in South Africa. They found that those animals lived in their habit from ancient and never moved away.,Wildlife habitat the native environment of an animal.,Habitat is defined as a group of animals living in a particular place over a period of time.
He wanted some subterranean fungi. He bought lots of truffles.,Truffles are subterranean fungi.,Truffles are a type of underground fungus.
He measured the birds with a thermometer. He found that they had body temperature.,Birds have body temperature.,Birds have body temperatures.
The rattlesnake was pregnant. It layed eggs.,Rattlesnakes are ovoviviparous.,Rattlesnakes lay their eggs at night.
The product designer aimed to enhance customers' satisfaction. He redesigned the product for better utility.,Utility is a measure of satisfaction.,Utility is the measurement of the amount of energy needed to power a system.
"I found that many deeply-buried rocks were exposed at the earth's surface by erosion long time ago. When I saw them again today, I noticed that exfoliation occured.",Exfoliation occurs when deeply-buried rock is exposed at the earth's surface by erosion.,Exfoliation is the process of removing a layer of rock from the surface of the Earth's surface.
Amy was born with deficiencies in legs. Amy has a unsually light weight compared with others.,Deficiencies affect weight.,Dislocation is a common cause of disfigurement.
Mike was exposed to the Rhinoviruses. He suffered from bronchitis.,Rhinoviruses cause a bronchitis.,Rhinovirus is one of the most common infectious diseases caused by the rhinovirus.
Tom threw a ball at his teacher. The ball hit his teacher.,Balls have momentum.,Teachers throw balls.
Lucy has taken a vague photo. She used PS to improve the intensification.,Intensification is a chemical method of increasing the density of the photographic image.,Pulses increase intensity.
The butcher killed the goat with a dull blade in public. The goat had a big gash in its throat that bled for quite a bit.,Goats have their throats slit in front of others often with dull blades.,Gastrointestinal tract infections can lead to necrosis of the intestinal epithelium.
Amy observes the patient's tracheae. Amy sees bronchi on either side of the trachea.,Bronchi connect tracheae.,Bronchial tubes fill with air as the bronchi fills with air.
She stroked the petals with her fingers. She felt the texture of the flowers.,Petals have texture.,Petals have texture.
Monkeys know how to induce insects with sticks. They can feed themselves on insects.,Skills help animals.,Hippopotamuses are known to be able to feed on insects by sucking on their own saliva.
There is no rainfall at all here. The water cycle went to a halt here.,Rain is part of the water cycle.,Droughts are caused by precipitation.
Lila was infected with amebiasis. She was uncomfortable.,Amebiasis is a parasitic infection of the large intestine.,Amebiasis is a disease of the skin caused by an infection of the amebiatic cell.
Lucy's physical condition cannot support her to give birth to a child. Lucy's physical condition cannot support her to give birth to a child.,Miscarriage is the body's natural response to a pregnancy in trouble.,Maturation is the process of making a change to one's body in response to changes in the environment.
The copperhead snake caught a mouse. It swallowed the whole mouse.,Copperheads eat their food whole using their flexibly hinged jaws to swallow the meal.,Ceramites can be poisonous to humans.
Some limpets were put into a pond where algae prospered. Not soon later the rocks in the pond were super clean and bald.,Limpets eat by grazing on algae found on rock surfaces.,Mollusks are one of the few species of limpets to survive in the water.
The climate around the iceberg changed. A lot of the ice melted.,Ice can change with the surrounding climate conditions.,Icebergs have impact.
The  researcher wants to know the essence of grain. He analyzed the components of it.,Grain has components.,Grain is composed of a number of components.
Chris is cold in winter. He always burns firewood to keep warm.,Incineration consists of burning waste to produce energy.,Firewood is used to make firewood insulation.
ABC is a country with a very backward social development. There's a lot of crime in ABC.,Crime exists when society decays.,Crime is a serious problem in the United States.
Many animals are searching for suitable habitats. Many of them use rivers as their habitat.,Rivers serve as suitable habitats.,Rivers provide habitats.
Jack ate a bar of chocolate before the game. Jack was tested positive for stimulant.,Chocolate contains theobromine a stimulant similar to caffeine.,Acetaminophen is a drug used to treat a variety of mental illnesses.
Ceftriaxone can resist many kinds of bacteria. Doctors often prescribe this medicine to patients.,Ceftriaxone is one of the most commonly used antibiotics.,Eftrioxone is one of the most effective drugs used to treat a wide variety of bacterial infections.
Critters time their reproductive cycle. The chances of their babies' survival can be maximized.,Critters time their reproductive cycle to maximize the chances of their babies' survival.,Fertilization is the process by which a fertilized egg secrete enough sperm to produce offspring.
All citizens have the right to take a gun with them. Gunshots always happen in America.,Cities allow crime guns.,Gunshots are a common cause of death in the United States.
Bob is a diner. He is eating bread.,Diners eat bread.,Diners eat bread.
Wires covered by soft flexible plastic are touchable. Leads can be touched by hands.,Leads are wires covered by soft flexible plastic.,Leads have soft flexible plastics.
Massive waves of the sea brings in tsunami. Earthquake close to sea leads to tsunami.,Quakes generate massive waves.,Tsunamis are a type of strong wave followed by a massive earthquake.
Tom had a heart attack suddenly. The utility has saved his life.,Utilities provide emergency assistance.,Utility provides services.
The wind here is very strong. The wind took away a lot of silt particles.,Silt is usually the easiest type of particle to be entrain by wind.,Silt particles are one of the main causes of erosion.
There was a murder case in this area. The policewomen set about investigating the case.,Policewomen have cases.,Policewomen investigate murder cases.
The wing on one side of the plane malfunctioned. This plane can't take off normally.,Airplanes stay up in the air because they have wings.,Pilots have wings.
Lucy is carrying an oxygen tank. Lucy can dive to the bottom of the sea.,Oxygen diffuses into the coelomic fluid from sea water at the skin gills.,Oxygen is used to carry oxygen to the surface of the ocean.
Evaporation is obvious in hot Hainan Island. Hainan Island has abundant precipitation all year round.,Vapour contributes to precipitation.,Hainan is a tropical rainforests rich in rainfall.
Collecting of plants from the wild were not under control. Snowdrops are threatened.,Snowdrops are threatened because of the uncontrolled collecting of plants from the wild.,Snowdrops are a common source of food in many regions of the United States.
The food here was poisoned by mycotoxins. The food was not eatable.,Mycotoxins also pose a potential hazard to human health.,Mycotoxin is the most common cause of food poisoning in children.
Poor John hoped to start his own business. He turned to reliable proposals.,Proposals help small business.,Proposals are the process by which ideas are presented to the public.
The researchers fed the mice some capsicums. Researchers found that the metabolism of mice accelerated.,Capsicum increases metabolism by immediately influencing the venous structure.,Capsicums are a type of fat-soluble protein found in the blood.
Only Permafrost can preserve these special seeds. Permanently frozen ground were utilized to protect them.,Permafrost refers to permanently frozen ground.,Permafrosts are a special type of perennial shrub found only in the temperate regions.
Emma was locked in her throat by a robber. Her autopsy showed that she died of suffocation.,Suffocation causes death as a result of insufficient oxygen reaching the blood.,Murder is the death of a human being who is trapped in a state of shock.
There is a anols in the room. I think it is like a lizard.,Anoles resemble lizards.,Anols are a type of lizards.
This shop sells both high-quality and low-quality wines. The price of high-quality wine is much more expensive.,Quality makes differences.,Wine is made from grapes.
The boy bite the lemon. He spited out several seeds.,Lemon has seeds.,Lemon is a rich source of vitamin C.
Tom wants to choose a letter to represent the partial pressure of carbon dioxide. He uses capitalized P.,P is the partial pressure of carbon dioxide.,P.
The scientist has collected some minerals. He has found magnesium.,Minerals include magnesium.,Magnesium is one of the most abundant minerals in the universe.
He is a nuturalist. He goes all over the world to collect specimens.,Naturalists collect specimens.,Nuts are collections of fossilised animal remains.
The adenoviruses in Sean reacts strongly. Sean's immune system was damaged.,Adenoviruses take advantage of the impaired immunological response.,Adenoviral responses are dependent on the presence of a specific antibody.
We need a substitute of dioxin. Furan is a good choice.,Furans are very similar to dioxins.,Dioxin is used as a preservative in many animal products.
He is proficient in the use of gerund. He knows the compound structure of gerund.,Gerunds can be compound.,Gerund is a compound structure used to describe the structure of a living being.
America is a country of tolerance. It accepted diverse cultures.,Tolerance is the acceptance of cultural diversity.,Religion is a way of life.
Data show that the earth's orbit has changed. Ice ages followed.,Orbit changes on Earth can cause ice ages.,Ice ages follow changes in the Earth's orbit.
There are some voles in the field. The farmer has used some pesticide to drive away them to avoid damaging the field.,Voles become invasive pests.,Volcanoes are a common cause of death in the wild.
These jockeys were very hungry. They enjoyed the delicious food very much.,Jockeys enjoy food.,Jockeys have a desire to eat things.
Jessi stepped on the craft. She could start her travel at once.,Craft have time travel capability.,Travel is the process of getting to know one's environment.
The girl keeps reading. Her brain keeps thinking.,Reading requires thinking.,Reading causes the brain to process information.
The actress hires a professional nutritionist. The nutritionist arranges her diet every day.,Actresses follow diets.,Nutritionists recommend diets.
Tom wants to deprive himself from the disease of compulsive overeating. He has to stick to abstinence.,Abstinence is an ongoing daily reprieve from the disease of compulsive overeating.,Eating causes a desire to eat.
